Group_112_1	XM_015946039	rna7423	frmd7	XP_015801525.1
Group_7276_0	XM_015943584	rna427	nudcd2	XP_015799070.1
Group_535_1	XM_015943514	rna423	sowaha	XP_015799000.1
Group_1082_1	XM_015943253	rna397	zdhhc15	XP_015798739.1
Group_77_20	XM_015943240	rna395	abcb7	XP_015798726.1
Group_4240_0	XM_015943221	rna393	kiaa2022	XP_015798707.1
Group_8144_0	XM_015976650	rna382	slc25a53	XP_015832136.1
Group_1046_2	XM_015976547	rna381	LOC107396696	XP_015832033.1
Group_716_3	XM_015975160	rna364	nsdhl	XP_015830646.1
Group_8558_0	XM_015975225	rna35879	LOC107395772	XP_015830711.1
Group_33_20	XM_015975224	rna35882	LOC107395771	XP_015830710.1
Group_782_0	XM_015972086	rna327	mxd3	XP_015827572.1
Group_207_7	XM_015971437	rna320	LOC107393191	XP_015826923.1
Group_94_17	XM_015968020	rna28786	wnt5a	XP_015823506.1
Group_510_6	XM_015948735	rna172	LOC107378241	XP_015804221.1
Group_357_4	XM_015950656	rna169	LOC107379485	XP_015806142.1
Group_5041_1	XM_015963793	rna251	immt	XP_015819279.1
Group_99_21	XM_015962441	rna228	LOC107387436	XP_015817927.1
Group_5729_0	XM_015960325	rna206	hvcn1	XP_015815811.1
Group_10_55	XM_015974113	rna145	LOC107394670	XP_015829599.1
Group_136_15	XM_015975201	rna143	pou3f4	XP_015830687.1
Group_1082_2	XM_015946153	rna99	zdhhc2	XP_015801639.1
Group_99_9	XM_015946868	rna91	LOC107377308	XP_015802354.1
Group_48_47	XM_015948856	rna68	gabra4	XP_015804342.1
Group_1073_2	XM_015949987	rna57	hprt1	XP_015805473.1
Group_1189_0	XM_015950913	rna48	LOC107379916	XP_015806399.1
Group_2988_0	XM_015952162	rna35	LOC107380777	XP_015807648.1
Group_863_2	XM_015942891	rna34	LOC107372317	XP_015798377.1
Group_3159_0	XM_015975192	rna35854	LOC107395744	XP_015830678.1
Group_462_7	XM_015975194	rna35855	LOC107395745	XP_015830680.1
Group_198_8	XM_015972114	rna32809	LOC107393620	XP_015827600.1
Group_1106_2	XM_015972105	rna32801	ndel1	XP_015827591.1
Group_1373_2	XM_015948432	rna9616	LOC107378300	XP_015803918.1
Group_5385_0	XM_015948436	rna9618	qtrt1	XP_015803922.1
Group_1687_0	XM_015948437	rna9622	tmed1	XP_015803923.1
Group_927_3	XM_015948454	rna9644	colgalt1	XP_015803940.1
Group_961_0	XM_015948474	rna9657	stxbp2	XP_015803960.1
Group_4002_0	XM_015948482	rna9665	xab2	XP_015803968.1
Group_522_4	XM_015948483	rna9666	camsap3	XP_015803969.1
Group_62_23	XM_015948490	rna9672	LOC107378341	XP_015803976.1
Group_791_1	XM_015948491	rna9673	LOC107378342	XP_015803977.1
Group_5_71	XM_015948492	rna9674	LOC107378343	XP_015803978.1
Group_307_4	XM_015948545	rna9724	LOC107378366	XP_015804031.1
Group_521_3	XM_015948548	rna9727	kank2	XP_015804034.1
Group_197_13	XM_015948555	rna9731	LOC107378374	XP_015804041.1
Group_197_12	XM_015948557	rna9736	LOC107378376	XP_015804043.1
Group_6466_0	XM_015948584	rna9759	polr3k	XP_015804070.1
Group_764_1	XM_015948585	rna9763	LOC107378392	XP_015804071.1
Group_557_2	XM_015948586	rna9764	LOC107378393	XP_015804072.1
Group_159_3	XM_015948587	rna9765	igfals	XP_015804073.1
Group_198_10	XM_015948598	rna9775	LOC107378401	XP_015804084.1
Group_198_12	XM_015948599	rna9776	LOC107378402	XP_015804085.1
Group_4555_0	XM_015948601	rna9778	kdm8	XP_015804087.1
Group_5800_0	XM_015948607	rna9783	rmi2	XP_015804093.1
Group_4843_0	XM_015948617	rna9797	ints1	XP_015804103.1
Group_283_11	XM_015948620	rna9799	mafk	XP_015804106.1
Group_686_0	XM_015948619	rna9800	tmem184a	XP_015804105.1
Group_1012_3	XM_015948623	rna9803	elfn1	XP_015804109.1
Group_6027_0	XM_015948630	rna9806	nudt1	XP_015804116.1
Group_1015_2	XM_015948633	rna9814	tbc1d17	XP_015804119.1
Group_735_2	XM_015948904	rna9815	LOC107378596	XP_015804390.1
Group_1617_1	XM_015948634	rna9816	LOC107378433	XP_015804120.1
Group_154_17	XM_015948641	rna9823	LOC107378437	XP_015804127.1
Group_90_9	XM_015948648	rna9829	LOC107378441	XP_015804134.1
Group_13_46	XM_015948660	rna9840	LOC107378447	XP_015804146.1
Group_115_12	XM_015948667	rna9847	fzd2	XP_015804153.1
Group_6190_0	XM_015948670	rna9850	ccdc43	XP_015804156.1
Group_190_8	XM_015948671	rna9852	LOC107378456	XP_015804157.1
Group_540_7	XM_015948674	rna9855	LOC107378459	XP_015804160.1
Group_1757_1	XM_015948677	rna9858	ezh1	XP_015804163.1
Group_340_11	XM_015948678	rna9859	cntnap1	XP_015804164.1
Group_4865_0	XM_015948684	rna9864	psmc3ip	XP_015804170.1
Group_94_0	XM_015948704	rna9878	LOC107378473	XP_015804190.1
Group_5880_0	XM_015948705	rna9879	gosr2	XP_015804191.1
Group_14_2	XM_015948719	rna9897	LOC107378484	XP_015804205.1
Group_6765_0	XM_015948720	rna9898	emc10	XP_015804206.1
Group_1250_1	XM_015948776	rna9960	LOC107378524	XP_015804262.1
Group_4069_0	XM_015948777	rna9961	slc35b1	XP_015804263.1
Group_1120_3	XM_015948790	rna9974	limd2	XP_015804276.1
Group_477_5	XM_015948791	rna9975	map3k3	XP_015804277.1
Group_30_15	XM_015948793	rna9977	LOC107378535	XP_015804279.1
Group_164_9	XM_015948794	rna9978	LOC107378536	XP_015804280.1
Group_2892_1	XM_015948811	rna9994	tmub2	XP_015804297.1
Group_1226_0	XM_015948850	rna10038	LOC107378563	XP_015804336.1
Group_2913_0	XM_015948860	rna10048	LOC107378566	XP_015804346.1
Group_5086_0	XM_015974783	rna35423	alg1	XP_015830269.1
Group_3974_0	XM_015976081	rna36744	LOC107396381	XP_015831567.1
Group_2139_1	XM_015953869	rna14989	kat2a	XP_015809355.1
Group_37_7	XM_015948909	rna10107	LOC107378608	XP_015804395.1
Group_614_2	XM_015948924	rna10091	foxk2	XP_015804410.1
Group_633_0	XM_015948930	rna10181	nphs1	XP_015804416.1
Group_91_4	XM_015948931	rna10175	fcgbp	XP_015804417.1
Group_714_5	XM_015949021	rna10140	LOC107378678	XP_015804507.1
Group_2467_0	XM_015948933	rna10138	LOC107378627	XP_015804419.1
Group_329_2	XM_015949022	rna10137	LOC107378679	XP_015804508.1
Group_126_10	XM_015948934	rna10136	LOC107378628	XP_015804420.1
Group_50_5	XM_015949026	rna10128	LOC107378685	XP_015804512.1
Group_370_5	XM_015949033	rna10124	LOC107378688	XP_015804519.1
Group_22_48	XM_015949039	rna10119	ankrd28	XP_015804525.1
Group_4739_0	XM_015949040	rna10118	hacl1	XP_015804526.1
Group_8534_0	XM_015948969	rna10192	LOC107378652	XP_015804455.1
Group_262_4	XM_015949118	rna10335	irx4	XP_015804604.1
Group_2837_1	XM_015949113	rna10341	nrsn1	XP_015804599.1
Group_111_20	XM_015949111	rna10344	sox4	XP_015804597.1
Group_4709_0	XM_015949107	rna10350	cdkal1	XP_015804593.1
Group_580_6	XM_015949105	rna10351	e2f3	XP_015804591.1
Group_1600_0	XM_015949100	rna10353	mboat1	XP_015804586.1
Group_5526_0	XM_015949089	rna10370	mal2	XP_015804575.1
Group_1203_5	XM_015949085	rna10374	LOC107378725	XP_015804571.1
Group_4060_0	XM_015975762	rna36416	mrs2	XP_015831248.1
Group_379_5	XM_015975910	rna36588	LOC107396290	XP_015831396.1
Group_1681_2	XM_015975933	rna36582	clec3b	XP_015831419.1
Group_3024_1	XM_015975911	rna36572	cep85	XP_015831397.1
Group_2694_0	XM_015949066	rna10393	tmem222	XP_015804552.1
Group_1200_2	XM_015949065	rna10394	LOC107378713	XP_015804551.1
Group_3163_0	XM_015949062	rna10395	kdf1	XP_015804548.1
Group_2031_2	XM_015949064	rna10396	nr0b2	XP_015804550.1
Group_6644_0	XM_015949060	rna10397	gpatch3	XP_015804546.1
Group_2718_0	XM_015949061	rna10398	gpn2	XP_015804547.1
Group_6572_0	XM_015949057	rna10401	pigv	XP_015804543.1
Group_458_1	XM_015949054	rna10404	LOC107378705	XP_015804540.1
Group_23_31	XM_015944974	rna6225	LOC107376047	XP_015800460.1
Group_520_3	XM_015948936	rna10224	LOC107378632	XP_015804422.1
Group_5459_0	XM_015942091	rna39870	rcc1	XP_015797577.1
Group_262_8	XM_015949120	rna10331	irx2	XP_015804606.1
Group_262_9	XM_015949122	rna10329	irx1	XP_015804608.1
Group_64_0	XM_015949123	rna10326	adamts16	XP_015804609.1
Group_4882_0	XM_015949125	rna10324	ice1	XP_015804611.1
Group_1176_1	XM_015949156	rna10295	entpd3	XP_015804642.1
Group_60_17	XM_015949140	rna10309	LOC107378759	XP_015804626.1
Group_60_18	XM_015949143	rna10308	LOC107378760	XP_015804629.1
Group_60_16	XM_015949144	rna10307	LOC107378761	XP_015804630.1
Group_1572_0	XM_015949145	rna10305	cobl	XP_015804631.1
Group_1000_2	XM_015949152	rna10299	LOC107378763	XP_015804638.1
Group_2805_0	XM_015949155	rna10297	ddc	XP_015804641.1
Group_7391_0	XM_015949160	rna10292	azi2	XP_015804646.1
Group_7758_0	XM_015949161	rna10291	cmc1	XP_015804647.1
Group_106_10	XM_015949224	rna10405	LOC107378816	XP_015804710.1
Group_1810_0	XM_015949176	rna10276	fam84b	XP_015804662.1
Group_2534_1	XM_015949177	rna10273	fbxo32	XP_015804663.1
Group_1752_1	XM_015949179	rna10272	prelid3a	XP_015804665.1
Group_5955_0	XM_015949192	rna10257	mdh2	XP_015804678.1
Group_2473_1	XM_015949353	rna10420	seh1l	XP_015804839.1
Group_712_3	XM_015949335	rna10433	LOC107378871	XP_015804821.1
Group_7154_0	XM_015949316	rna10452	LOC107378858	XP_015804802.1
Group_6557_0	XM_015949268	rna10499	dcaf13	XP_015804754.1
Group_115_3	XM_015949263	rna10504	fzd6	XP_015804749.1
Group_6_29	XM_015974921	rna35573	LOC107395528	XP_015830407.1
Group_3927_1	XM_015974920	rna35572	mms22l	XP_015830406.1
Group_136_11	XM_015949248	rna10519	LOC107378829	XP_015804734.1
Group_1100_3	XM_015949240	rna10536	prss35	XP_015804726.1
Group_1333_2	XM_015940676	rna38249	LOC107372432	XP_015796162.1
Group_4891_0	XM_015949255	rna10511	prdm13	XP_015804741.1
Group_5035_0	XM_015949259	rna10507	pnisr	XP_015804745.1
Group_2367_1	XM_015949257	rna10509	dopey1	XP_015804743.1
Group_458_4	XM_015949377	rna10541	LOC107378903	XP_015804863.1
Group_4200_0	XM_015949379	rna10544	bckdhb	XP_015804865.1
Group_4527_0	XM_015949378	rna10545	ttk	XP_015804864.1
Group_6068_0	XM_015949391	rna10557	emc2	XP_015804877.1
Group_311_1	XM_015949419	rna10585	nfatc1	XP_015804905.1
Group_5561_0	XM_015949452	rna10622	zadh2	XP_015804938.1
Group_1621_0	XM_015949455	rna10628	has2	XP_015804941.1
Group_181_6	XM_015949519	rna10699	aldh2	XP_015805005.1
Group_2897_0	XM_015949527	rna10707	LOC107378994	XP_015805013.1
Group_888_2	XM_015949718	rna10880	lmna	XP_015805204.1
Group_1377_1	XM_015949719	rna10881	mex3a	XP_015805205.1
Group_3_93	XM_015949787	rna10948	LOC107379171	XP_015805273.1
Group_472_2	XM_015949808	rna10968	nxph1	XP_015805294.1
Group_6709_0	XM_015949864	rna11021	elp6	XP_015805350.1
Group_1529_2	XM_015949879	rna11031	LOC107379218	XP_015805365.1
Group_4640_0	XM_015949882	rna11036	LOC107379220	XP_015805368.1
Group_1835_1	XM_015949883	rna11037	ensa	XP_015805369.1
Group_163_15	XM_015949886	rna11042	LOC107379225	XP_015805372.1
Group_1536_2	XM_015949916	rna11073	LOC107379244	XP_015805402.1
Group_4811_0	XM_015949917	rna11075	atg5	XP_015805403.1
Group_7319_0	XM_015949918	rna11076	dctn3	XP_015805404.1
Group_1582_0	XM_015949930	rna11088	mettl6	XP_015805416.1
Group_1291_1	XM_015949933	rna11091	sh3bp5	XP_015805419.1
Group_75_11	XM_015949932	rna11092	capn7	XP_015805418.1
Group_3111_0	XM_015949969	rna11135	LOC107379280	XP_015805455.1
Group_4158_0	XM_015950012	rna11176	xrcc1	XP_015805498.1
Group_1890_2	XM_015950025	rna11188	LOC107379316	XP_015805511.1
Group_738_0	XM_015950026	rna11189	iglon5	XP_015805512.1
Group_8119_1	XM_015950031	rna11195	LOC107379321	XP_015805517.1
Group_692_0	XM_015950037	rna11200	LOC107379324	XP_015805523.1
Group_5635_0	XM_015950038	rna11201	dhdds	XP_015805524.1
Group_8527_0	XM_015950039	rna11203	LOC107379327	XP_015805525.1
Group_136_10	XM_015950059	rna11224	pou3f1	XP_015805545.1
Group_2336_1	XM_015950075	rna11240	thrap3	XP_015805561.1
Group_3007_0	XM_015950078	rna11243	eva1b	XP_015805564.1
Group_5500_0	XM_015950079	rna11244	stk40	XP_015805565.1
Group_2490_0	XM_015950081	rna11245	oscp1	XP_015805567.1
Group_225_1	XM_015950082	rna11246	LOC107379362	XP_015805568.1
Group_37_29	XM_015950084	rna11248	grik3	XP_015805570.1
Group_377_11	XM_015950085	rna11249	zc3h12a	XP_015805571.1
Group_515_2	XM_015950088	rna11253	inpp5b	XP_015805574.1
Group_1666_3	XM_015950094	rna11260	maneal	XP_015805580.1
Group_1472_2	XM_015950097	rna11264	smpdl3b	XP_015805583.1
Group_4190_1	XM_015950100	rna11266	themis2	XP_015805586.1
Group_268_5	XM_015950102	rna11268	LOC107379378	XP_015805588.1
Group_444_6	XM_015950106	rna11271	LOC107379380	XP_015805592.1
Group_1893_3	XM_015950112	rna11277	LOC107379384	XP_015805598.1
Group_3_111	XM_015950113	rna11278	LOC107379385	XP_015805599.1
Group_5677_0	XM_015950116	rna11279	taf12	XP_015805602.1
Group_3257_1	XM_015950122	rna11288	rps19	XP_015805608.1
Group_1734_2	XM_015950142	rna11305	LOC107379412	XP_015805628.1
Group_5940_0	XM_015950322	rna11306	LOC107379531	XP_015805808.1
Group_7723_0	XM_015950144	rna11307	nat14	XP_015805630.1
Group_0_160	XM_015950146	rna11308	znf628	XP_015805632.1
Group_1989_1	XM_015950149	rna11311	LOC107379418	XP_015805635.1
Group_101_24	XM_015950150	rna11312	LOC107379419	XP_015805636.1
Group_68_5	XM_015950153	rna11315	ephb6	XP_015805639.1
Group_395_3	XM_015950186	rna11349	kel	XP_015805672.1
Group_1017_3	XM_015950194	rna11354	ing4	XP_015805680.1
Group_8404_0	XM_015950204	rna11363	cd27	XP_015805690.1
Group_461_1	XM_015950215	rna11374	vamp1	XP_015805701.1
Group_3243_0	XM_015950217	rna11377	ltbr	XP_015805703.1
Group_174_11	XM_015950218	rna11378	rbp5	XP_015805704.1
Group_12_2	XM_015950219	rna11379	ptpn6	XP_015805705.1
Group_38_43	XM_015950223	rna11385	chd4	XP_015805709.1
Group_94_33	XM_015950226	rna11386	LOC107379462	XP_015805712.1
Group_57_34-Group_57_35	XM_015950227	rna11387	LOC107379463	XP_015805713.1
Group_2701_0	XM_015950230	rna11389	mlf2	XP_015805716.1
Group_7490_0	XM_015950232	rna11392	atn1	XP_015805718.1
Group_5454_0	XM_015950241	rna11398	lpcat3	XP_015805727.1
Group_943_3	XM_015950238	rna11399	clstn3	XP_015805724.1
Group_1691_0	XM_015950239	rna11401	pex5	XP_015805725.1
Group_7968_0	XM_015950242	rna11403	cdca3	XP_015805728.1
Group_3231_0	XM_015950257	rna11417	LOC107379487	XP_015805743.1
Group_35_35	XM_015950272	rna11432	LOC107379496	XP_015805758.1
Group_7698_0	XM_015950280	rna11438	abhd16a	XP_015805766.1
Group_8316_0	XM_015950324	rna11439	LOC107379533	XP_015805810.1
Group_327_1	XM_015950281	rna11440	LOC107379501	XP_015805767.1
Group_124_0	XM_015950283	rna11442	LOC107379502	XP_015805769.1
Group_6517_0	XM_015950285	rna11444	rabac1	XP_015805771.1
Group_2439_1	XM_015950291	rna11451	cic	XP_015805777.1
Group_0_116	XM_015950292	rna11452	znf574	XP_015805778.1
Group_49_6	XM_015950293	rna11453	gsk3a	XP_015805779.1
Group_70_30	XM_015950524	rna11488	LOC107379671	XP_015806010.1
Group_2615_3	XM_015950529	rna11494	lipe	XP_015806015.1
Group_2_30	XM_015950543	rna11505	LOC107379681	XP_015806029.1
Group_88_9	XM_015950587	rna11551	kcnj14	XP_015806073.1
Group_240_8	XM_015950599	rna11564	LOC107379711	XP_015806085.1
Group_2771_1	XM_015950604	rna11568	cnot3	XP_015806090.1
Group_1104_0	XM_015950370	rna11603	LOC107379572	XP_015805856.1
Group_855_2	XM_015950403	rna11630	rnf115	XP_015805889.1
Group_112_14	XM_015950476	rna11764	LOC107379635	XP_015805962.1
Group_794_1	XM_015950465	rna11753	gem	XP_015805951.1
Group_9105_0	XM_015950486	rna11774	LOC107379642	XP_015805972.1
Group_1052_0	XM_015950491	rna11779	fam171a1	XP_015805977.1
Group_202_9	XM_015950499	rna11786	crot	XP_015805985.1
Group_6342_0	XM_015950651	rna11674	cldn12	XP_015806137.1
Group_4644_0	XM_015950646	rna11675	gtpbp10	XP_015806132.1
Group_7293_0	XM_015950659	rna11680	LOC107379750	XP_015806145.1
Group_249_9	XM_015950642	rna11681	LOC107379739	XP_015806128.1
Group_3229_0	XM_015950641	rna11682	LOC107379738	XP_015806127.1
Group_7394_0	XM_015950654	rna11703	stx17	XP_015806140.1
Group_6355_0	XM_015950644	rna11710	alg2	XP_015806130.1
Group_5396_0	XM_015950655	rna11711	frrs1l	XP_015806141.1
Group_6609_0	XM_015950621	rna11712	tmem245	XP_015806107.1
Group_6608_0	XM_015950662	rna11716	ino80c	XP_015806148.1
Group_534_4	XM_015950658	rna11717	scrt1	XP_015806144.1
Group_8937_0	XM_015950510	rna11796	znf804b	XP_015805996.1
Group_5002_0	XM_015950515	rna11800	fam188a	XP_015806001.1
Group_728_4	XM_015965463	rna26332	bicd1	XP_015820949.1
Group_7111_0	XM_015965439	rna26309	LOC107389343	XP_015820925.1
Group_117_0	XM_015965433	rna26304	LOC107389339	XP_015820919.1
Group_7324_0	XM_015965432	rna26303	wfdc1	XP_015820918.1
Group_6597_0	XM_015965425	rna26292	mlycd	XP_015820911.1
Group_735_4	XM_015965415	rna26286	LOC107389327	XP_015820901.1
Group_1774_1	XM_015965289	rna26164	LOC107389244	XP_015820775.1
Group_151_15	XM_015965288	rna26163	slc12a3	XP_015820774.1
Group_2450_0	XM_015965269	rna26141	kdelc2	XP_015820755.1
Group_4328_0	XM_015965263	rna26137	fa2h	XP_015820749.1
Group_2075_1	XM_015965240	rna26113	LOC107389216	XP_015820726.1
Group_1133_0	XM_015965215	rna26090	LOC107389199	XP_015820701.1
Group_1116_2	XM_015965211	rna26087	necab2	XP_015820697.1
Group_156_7	XM_015965194	rna26068	ca5a	XP_015820680.1
Group_1789_0	XM_015965193	rna26066	uba2	XP_015820679.1
Group_2497_0	XM_015964992	rna25864	LOC107389096	XP_015820478.1
Group_3501_0	XM_015964991	rna25863	nup160	XP_015820477.1
Group_31_46	XM_015964984	rna25856	tspan9	XP_015820470.1
Group_31_26	XM_015964103	rna25854	LOC107388532	XP_015819589.1
Group_396_5	XM_015964962	rna25833	srgap1	XP_015820448.1
Group_5515_0	XM_015964961	rna25832	tmem5	XP_015820447.1
Group_2612_1	XM_015964960	rna25830	csgr13h19orf12	XP_015820446.1
Group_739_1	XM_015964954	rna25826	tshz3	XP_015820440.1
Group_2286_2	XM_015964930	rna25804	mterf2	XP_015820416.1
Group_480_1	XM_015964904	rna25770	mob2	XP_015820390.1
Group_1590_0	XM_015964864	rna25734	LOC107389017	XP_015820350.1
Group_1139_0	XM_015964863	rna25733	LOC107389016	XP_015820349.1
Group_7323_0	XM_015964862	rna25732	spty2d1	XP_015820348.1
Group_1139_1	XM_015964849	rna25715	LOC107389005	XP_015820335.1
Group_2952_2	XM_015964847	rna25713	tsg101	XP_015820333.1
Group_800_2	XM_015964836	rna25702	rassf7	XP_015820322.1
Group_211_4	XM_015964833	rna25698	irf7	XP_015820319.1
Group_1380_1	XM_015964832	rna25697	LOC107388996	XP_015820318.1
Group_7711_0	XM_015964828	rna25694	trim44	XP_015820314.1
Group_3472_1	XM_015964826	rna25690	pamr1	XP_015820312.1
Group_2482_1	XM_015964823	rna25687	pdhx	XP_015820309.1
Group_145_9	XM_015964818	rna25683	lrrc4c	XP_015820304.1
Group_2506_0	XM_015964806	rna25674	unc45a	XP_015820292.1
Group_4387_0	XM_015964800	rna25663	polg	XP_015820286.1
Group_6372_0	XM_015964799	rna25662	fanci	XP_015820285.1
Group_6368_0	XM_015964796	rna25659	fbxo31	XP_015820282.1
Group_8710_0	XM_015964791	rna25654	znf469	XP_015820277.1
Group_47_6	XM_015964789	rna25651	kras	XP_015820275.1
Group_2879_0	XM_015964751	rna25615	LOC107388937	XP_015820237.1
Group_699_6	XM_015964748	rna25613	LOC107388935	XP_015820234.1
Group_219_10	XM_015964747	rna25612	LOC107388934	XP_015820233.1
Group_76_43	XM_015964746	rna25611	LOC107388933	XP_015820232.1
Group_2110_1	XM_015964731	rna25597	LOC107388926	XP_015820217.1
Group_5745_0	XM_015964098	rna25589	fam185a	XP_015819584.1
Group_28_21	XM_015964724	rna25588	LOC107388921	XP_015820210.1
Group_1747_2	XM_015964722	rna25587	LOC107388919	XP_015820208.1
Group_1939_0	XM_015964720	rna25584	prr5	XP_015820206.1
Group_404_2	XM_015964718	rna25582	LOC107388915	XP_015820204.1
Group_4519_0	XM_015964715	rna25577	psmd7	XP_015820201.1
Group_1073_1	XM_015964711	rna25576	LOC107388910	XP_015820197.1
Group_7138_0	XM_015964713	rna25574	nudt7	XP_015820199.1
Group_311_6	XM_015964709	rna25572	LOC107388908	XP_015820195.1
Group_283_13	XM_015964708	rna25569	maf	XP_015820194.1
Group_8761_0	XM_015964706	rna25568	LOC107388905	XP_015820192.1
Group_6078_0	XM_015964703	rna25565	bend7	XP_015820189.1
Group_1487_0	XM_015964683	rna25550	odf3b	XP_015820169.1
Group_1588_1	XM_015964687	rna25549	LOC107388893	XP_015820173.1
Group_29_44	XM_015964686	rna25548	LOC107388892	XP_015820172.1
Group_8370_0	XM_015964682	rna25547	LOC107388889	XP_015820168.1
Group_1612_2	XM_015964651	rna25519	LOC107388878	XP_015820137.1
Group_3475_0	XM_015964649	rna25518	LOC107388877	XP_015820135.1
Group_5413_0	XM_015964646	rna25516	rbm28	XP_015820132.1
Group_8746_0	XM_015964647	rna25515	LOC107388875	XP_015820133.1
Group_145_14	XM_015976860	rna37550	LOC107397007	XP_015832346.1
Group_833_3	XM_015964644	rna25513	hgf	XP_015820130.1
Group_42_35	XM_015964631	rna25502	sema3a	XP_015820117.1
Group_42_31	XM_015964629	rna25500	sema3d	XP_015820115.1
Group_1367_0	XM_015964625	rna25496	LOC107388862	XP_015820111.1
Group_1138_4	XM_015964624	rna25495	fam107b	XP_015820110.1
Group_2750_0	XM_015964620	rna25494	LOC107388859	XP_015820106.1
Group_403_2	XM_015964618	rna25493	LOC107388857	XP_015820104.1
Group_777_3	XM_015964616	rna25488	LOC107388855	XP_015820102.1
Group_91_10	XM_015964613	rna25484	LOC107388852	XP_015820099.1
Group_8645_1	XM_015964611	rna25483	LOC107388851	XP_015820097.1
Group_4100_0	XM_015964600	rna25473	lmf2	XP_015820086.1
Group_1916_1	XM_015964579	rna25453	LOC107388842	XP_015820065.1
Group_470_3	XM_015964578	rna25452	fkbp4	XP_015820064.1
Group_1270_1	XM_015964576	rna25451	ddx11	XP_015820062.1
Group_5787_0	XM_015964577	rna25450	LOC107388840	XP_015820063.1
Group_58_21	XM_015964569	rna25443	LOC107388834	XP_015820055.1
Group_7428_0	XM_015964568	rna25442	bbs10	XP_015820054.1
Group_91_13	XM_015964565	rna25439	vwf	XP_015820051.1
Group_8192_0	XM_015964555	rna25428	LOC107388823	XP_015820041.1
Group_2676_0	XM_015964530	rna25403	LOC107388816	XP_015820016.1
Group_343_1	XM_015964523	rna25397	st8sia2	XP_015820009.1
Group_228_3	XM_015964522	rna25396	LOC107388810	XP_015820008.1
Group_771_1	XM_015964512	rna25386	LOC107388803	XP_015819998.1
Group_2501_1	XM_015964511	rna25385	LOC107388802	XP_015819997.1
Group_1685_2	XM_015964504	rna25377	LOC107388798	XP_015819990.1
Group_1183_0	XM_015964501	rna25375	ankrd34c	XP_015819987.1
Group_163_3	XM_015964500	rna25372	ctsh	XP_015819986.1
Group_851_1	XM_015964494	rna25370	blm	XP_015819980.1
Group_1036_2	XM_015964488	rna25363	znf592	XP_015819974.1
Group_785_1	XM_015964117	rna25360	LOC107388555	XP_015819603.1
Group_1545_2	XM_015964480	rna25355	LOC107388780	XP_015819966.1
Group_777_0	XM_015964481	rna25354	rcn2	XP_015819967.1
Group_5730_0	XM_015964474	rna25349	etfa	XP_015819960.1
Group_4749_0	XM_015964471	rna25345	lactb	XP_015819957.1
Group_1210_0	XM_015964461	rna25335	tln2	XP_015819947.1
Group_1219_1	XM_015964460	rna25334	LOC107388768	XP_015819946.1
