rna0	XM_015955279
rna23940	XM_015962626
rna23941	XM_015962610
rna23942	XM_015962612
rna23943	XM_015962615
rna23944	XM_015962614
rna23945	XM_015962619
rna23946	XM_015962628
rna23947	XM_015962630
rna23948	XM_015962613
rna23949	XM_015962616
rna23950	XM_015962631
rna23951	XM_015962632
rna23952	XM_015962633
rna23953	XM_015962634
rna23955	XM_015962635
rna23956	XM_015962636
rna23958	XM_015962637
rna23959	XM_015962638
rna23960	XM_015962640
rna23961	XM_015963075
rna23962	XM_015963076
rna23965	XM_015963077
rna23966	XM_015963078
rna23967	XM_015963080
rna23968	XM_015963082
rna23969	XM_015963081
rna23970	XM_015963083
rna23971	XM_015963085
rna23972	XM_015963086
rna23973	XM_015963087
rna23974	XM_015963088
rna23975	XM_015963090
rna23976	XM_015963095
rna23977	XM_015963094
rna23978	XM_015963093
rna23979	XM_015963092
rna23980	XM_015963091
rna23981	XM_015963097
rna23982	XM_015963098
rna23983	XM_015963099
rna23984	XM_015963101
rna23985	XM_015963100
rna23986	XM_015963103
rna23987	XM_015963102
rna23988	XM_015963105
rna23989	XM_015963108
rna23990	XM_015963106
rna23991	XM_015963107
rna23992	XM_015963111
rna23993	XM_015963113
rna23994	XM_015963112
rna23995	XM_015963114
rna23996	XM_015963110
rna23997	XM_015963109
rna23998	XM_015963119
rna23999	XM_015963120
rna24000	XM_015963115
rna24001	XM_015963117
rna24002	XM_015963118
rna24003	XM_015963121
rna24004	XM_015963122
rna24005	XM_015963123
rna24006	XM_015963124
rna24007	XM_015963125
rna24008	XM_015963126
rna24009	XM_015963127
rna24010	XM_015963134
rna24011	XM_015963135
rna24012	XM_015963132
rna24013	XM_015963133
rna24014	XM_015963131
rna24015	XM_015963129
rna24016	XM_015963130
rna24017	XM_015963136
rna24018	XM_015963137
rna24019	XM_015963138
rna24020	XM_015963139
rna24021	XM_015963140
rna24022	XM_015963142
rna24023	XM_015963143
rna24024	XM_015962643
rna24025	XM_015962547
rna24027	XM_015963144
rna24028	XM_015963145
rna24030	XM_015963147
rna24031	XM_015963146
rna24032	XM_015963148
rna24033	XM_015963149
rna24034	XM_015963151
rna24035	XM_015963152
rna24036	XM_015963153
rna24037	XM_015963154
rna24038	XM_015963155
rna24039	XM_015963156
rna24040	XM_015963157
rna24042	XM_015963162
rna24043	XM_015963161
rna24044	XM_015963159
rna24045	XM_015963160
rna24046	XM_015963158
rna24047	XM_015963165
rna24048	XM_015963166
rna24050	XM_015963167
rna24052	XM_015963168
rna24053	XM_015963169
rna24054	XM_015963170
rna24055	XM_015963171
rna24056	XM_015963172
rna24057	XM_015963173
rna24058	XM_015963174
rna24059	XM_015963176
rna24060	XM_015963177
rna24061	XM_015963178
rna24062	XM_015963179
rna24067	XM_015963183
rna24068	XM_015963180
rna24069	XM_015963181
rna24070	XM_015963182
rna24071	XM_015963184
rna24072	XM_015963185
rna24073	XM_015963186
rna24074	XM_015963189
rna24075	XM_015963187
rna24076	XM_015963192
rna24077	XM_015963191
rna24078	XM_015963190
rna24079	XM_015963193
rna24080	XM_015963194
rna24081	XM_015963195
rna24082	XM_015963196
rna24083	XM_015963197
rna24084	XM_015963199
rna24085	XM_015963201
rna24086	XM_015963198
rna24087	XM_015963203
rna24088	XM_015963205
rna24089	XM_015963202
rna24090	XM_015963204
rna24091	XM_015963206
rna24092	XM_015962548
rna24093	XM_015963208
rna24094	XM_015963207
rna24095	XM_015963209
rna24096	XM_015963210
rna24098	XM_015963211
rna24099	XM_015963212
rna24100	XM_015963213
rna24101	XM_015963215
rna24102	XM_015963214
rna24103	XM_015963216
rna24104	XM_015963217
rna24105	XM_015963219
rna24106	XM_015963218
rna24107	XM_015963220
rna24108	XM_015963221
rna24109	XM_015963222
rna24112	XM_015963243
rna24113	XM_015963242
rna24114	XM_015963234
rna24115	XM_015963235
rna24116	XM_015963233
rna24117	XM_015963238
rna24118	XM_015963228
rna24119	XM_015963240
rna24120	XM_015963241
rna24121	XM_015963239
rna24122	XM_015963230
rna24123	XM_015963231
rna24124	XM_015963232
rna24125	XM_015963229
rna24126	XM_015963223
rna24127	XM_015963225
rna24128	XM_015963226
rna24129	XM_015963227
rna24130	XM_015963236
rna24131	XM_015963246
rna24132	XM_015963248
rna24133	XM_015963249
rna24134	XM_015963247
rna24135	XM_015963255
rna24136	XM_015963250
rna24137	XM_015963251
rna24138	XM_015963254
rna24139	XM_015963252
rna24140	XM_015963253
rna24142	XM_015963257
rna24143	XM_015963256
rna24144	XM_015963258
rna24145	XM_015963260
rna24146	XM_015963259
rna24147	XM_015963261
rna24148	XM_015963263
rna24149	XM_015963265
rna24150	XM_015963264
rna24151	XM_015963266
rna24152	XM_015962550
rna24153	XM_015963267
rna24154	XM_015963268
rna24155	XM_015963270
rna24156	XM_015963269
rna24157	XM_015963272
rna24158	XM_015963273
rna24159	XM_015963274
rna24160	XM_015963275
rna24161	XM_015963276
rna24162	XM_015963279
rna24163	XM_015963278
rna24164	XM_015963277
rna24165	XM_015963280
rna24166	XM_015963281
rna24167	XM_015963283
rna24168	XM_015963284
rna24169	XM_015963285
rna24170	XM_015963286
rna24171	XM_015962644
rna24172	XM_015963287
rna24173	XM_015963288
rna24175	XM_015963289
rna24176	XM_015963290
rna24179	XM_015963291
rna24180	XM_015963293
rna24181	XM_015963295
rna24182	XM_015963298
rna24183	XM_015963297
rna24184	XM_015963296
rna24185	XM_015963294
rna24186	XM_015963299
rna24188	XM_015963301
rna24189	XM_015963300
rna24190	XM_015963302
rna24191	XM_015963303
rna24192	XM_015963307
rna24193	XM_015963306
rna24194	XM_015963316
rna24195	XM_015963308
rna24196	XM_015963309
rna24198	XM_015963310
rna24199	XM_015963312
rna24200	XM_015963314
rna24201	XM_015963313
rna24202	XM_015963304
rna24203	XM_015963305
rna24204	XM_015963311
rna24205	XM_015963317
rna24206	XM_015963318
rna24207	XM_015963319
rna24208	XM_015963320
rna24209	XM_015963321
rna24210	XM_015963322
rna24211	XM_015963326
rna24212	XM_015963325
rna24213	XM_015962551
rna24214	XM_015963328
rna24215	XM_015963327
rna24216	XM_015963329
rna24217	XM_015963333
rna24218	XM_015963332
rna24219	XM_015963330
rna24220	XM_015963337
rna24221	XM_015963336
rna24222	XM_015963335
rna24223	XM_015963331
rna24224	XM_015963338
rna24225	XM_015963339
rna24226	XM_015963340
rna24227	XM_015963341
rna24228	XM_015963342
rna24229	XM_015963344
rna24230	XM_015963345
rna24231	XM_015963346
rna24232	XM_015963347
rna24234	XM_015963348
rna24235	XM_015963349
rna24236	XM_015963353
rna24237	XM_015963352
rna24238	XM_015963350
rna24239	XM_015963354
rna24240	XM_015963358
rna24241	XM_015963355
rna24242	XM_015963356
rna24243	XM_015963357
rna24244	XM_015963360
rna24245	XM_015963359
rna24246	XM_015963362
rna24247	XM_015963361
rna24248	XM_015963363
rna24249	XM_015963365
rna24250	XM_015963367
rna24251	XM_015963366
rna24252	XM_015963368
rna24253	XM_015963369
rna24254	XM_015963372
rna24255	XM_015963370
rna24256	XM_015963374
rna24257	XM_015963373
rna24258	XM_015963375
rna24259	XM_015963376
rna24260	XM_015963377
rna24261	XM_015963378
rna24262	XM_015963382
rna24263	XM_015963379
rna24264	XM_015963381
rna24265	XM_015963380
rna24266	XM_015963385
rna24267	XM_015963384
rna24268	XM_015963387
rna24269	XM_015963386
rna24270	XM_015963389
rna24271	XM_015963388
rna24272	XM_015963392
rna24273	XM_015963393
rna24274	XM_015963390
rna24275	XM_015963394
rna24276	XM_015963395
rna24277	XM_015963400
rna24278	XM_015963399
rna24279	XM_015963397
rna24280	XM_015963396
rna24281	XM_015963401
rna24282	XM_015963403
rna24283	XM_015963402
rna24284	XM_015963404
rna24285	XM_015963405
rna24286	XM_015963408
rna24288	XM_015963409
rna24291	XM_015963410
rna24292	XM_015963411
rna24293	XM_015963412
rna24294	XM_015963415
rna24295	XM_015963414
rna24296	XM_015963413
rna24297	XM_015963416
rna24298	XM_015963417
rna24299	XM_015963418
rna24300	XM_015963419
rna24301	XM_015963420
rna24302	XM_015963421
rna24303	XM_015963426
rna24304	XM_015963427
rna24305	XM_015963425
rna24306	XM_015963422
rna24307	XM_015963424
rna24308	XM_015963423
rna24309	XM_015963428
rna24310	XM_015963429
rna24311	XM_015963434
rna24312	XM_015963433
rna24313	XM_015963432
rna24314	XM_015963430
rna24315	XM_015963435
rna24316	XM_015962645
rna24317	XM_015963437
rna24318	XM_015963436
rna24319	XM_015963442
rna24320	XM_015963443
rna24321	XM_015963445
rna24322	XM_015963446
rna24323	XM_015963441
rna24324	XM_015963444
rna24325	XM_015963439
rna24326	XM_015963438
rna24327	XM_015963448
rna24328	XM_015963447
rna24329	XM_015963450
rna24330	XM_015963449
rna24331	XM_015963451
rna24332	XM_015963452
rna24333	XM_015963453
rna24334	XM_015963454
rna24335	XM_015963456
rna24336	XM_015963455
rna24337	XM_015963457
rna24338	XM_015963458
rna24339	XM_015963462
rna24340	XM_015963463
rna24341	XM_015963460
rna24342	XM_015963459
rna24343	XM_015963466
rna24344	XM_015963464
rna24345	XM_015963465
rna24346	XM_015963468
rna24347	XM_015963467
rna24348	XM_015963469
rna24349	XM_015963474
rna24350	XM_015963473
rna24351	XM_015963476
rna24352	XM_015963475
rna24353	XM_015963471
rna24354	XM_015963472
rna24355	XM_015963470
rna24356	XM_015963477
rna24357	XM_015963478
rna24358	XM_015963481
rna24359	XM_015963482
rna24360	XM_015963480
rna24361	XM_015963483
rna24362	XM_015963479
rna24363	XM_015963484
rna24365	XM_015963485
rna24366	XM_015963486
rna24367	XM_015963487
rna24368	XM_015963489
rna24369	XM_015962646
rna24370	XM_015963491
rna24371	XM_015963490
rna24373	XM_015963492
rna24374	XM_015963493
rna24375	XM_015963494
rna24376	XM_015963496
rna24377	XM_015963495
rna24378	XM_015963497
rna24379	XM_015963498
rna24381	XM_015963499
rna24383	XM_015963503
rna24384	XM_015963500
rna24385	XM_015963501
rna24386	XM_015963502
rna24387	XM_015963505
rna24389	XM_015963504
rna24390	XM_015963506
rna24391	XM_015963515
rna24392	XM_015963509
rna24393	XM_015963508
rna24394	XM_015963514
rna24395	XM_015963512
rna24396	XM_015963513
rna24397	XM_015963510
rna24398	XM_015963507
rna24399	XM_015963511
rna24400	XM_015963516
rna24401	XM_015963518
rna24402	XM_015963517
rna24403	XM_015963519
rna24404	XM_015963526
rna24405	XM_015963527
rna24406	XM_015963528
rna24407	XM_015963530
rna24408	XM_015963529
rna24409	XM_015963531
rna24410	XM_015963521
rna24411	XM_015963525
rna24412	XM_015963520
rna24413	XM_015963523
rna24414	XM_015963524
rna24415	XM_015963532
rna24416	XM_015963534
rna24417	XM_015963535
rna24418	XM_015963533
rna24419	XM_015962552
rna24420	XM_015963536
rna24421	XM_015963538
rna24422	XM_015963537
rna24423	XM_015963539
rna24424	XM_015963540
rna24425	XM_015963541
rna24426	XM_015963542
rna24427	XM_015963543
rna24428	XM_015963544
rna24429	XM_015963548
rna24430	XM_015963547
rna24431	XM_015963545
rna24432	XM_015963546
rna24433	XM_015962648
rna24434	XM_015963549
rna24435	XM_015963550
rna24436	XM_015963553
rna24437	XM_015963551
rna24438	XM_015963552
rna24439	XM_015963554
rna24440	XM_015963555
rna24441	XM_015963556
rna24442	XM_015963557
rna24444	XM_015963559
rna24445	XM_015963560
rna24446	XM_015963558
rna24447	XM_015963561
rna24448	XM_015963565
rna24449	XM_015963564
rna24450	XM_015963563
rna24451	XM_015963562
rna24452	XM_015963566
rna24454	XM_015963567
rna24455	XM_015962649
rna24456	XM_015963568
rna24457	XM_015963569
rna24458	XM_015963571
rna24459	XM_015963570
rna24460	XM_015963575
rna24461	XM_015963576
rna24462	XM_015963577
rna24463	XM_015963578
rna24464	XM_015963572
rna24465	XM_015963574
rna24466	XM_015963573
rna24467	XM_015963579
rna24468	XM_015963580
rna24470	XM_015963582
rna24471	XM_015963581
rna24472	XM_015963583
rna24473	XM_015963584
rna24474	XM_015963585
rna24475	XM_015963587
rna24476	XM_015963588
rna24477	XM_015963590
rna24478	XM_015963591
rna24479	XM_015963589
rna24480	XM_015963592
rna24481	XM_015963593
rna24483	XM_015963594
rna24484	XM_015963595
rna24485	XM_015963597
rna24486	XM_015963596
rna24487	XM_015963599
rna24488	XM_015963600
rna24489	XM_015963601
rna24490	XM_015963602
rna24491	XM_015963603
rna24492	XM_015963605
rna24493	XM_015963604
rna24494	XM_015963606
rna24495	XM_015963607
rna24496	XM_015963608
rna24497	XM_015963609
rna24498	XM_015963610
rna24499	XM_015963611
rna24500	XM_015963612
rna24501	XM_015963613
rna24502	XM_015963614
rna24503	XM_015963615
rna24504	XM_015963616
rna24505	XM_015962553
rna24506	XM_015963617
rna24507	XM_015963618
rna24508	XM_015963619
rna24509	XM_015963620
rna24510	XM_015963621
rna24512	XM_015963622
rna24513	XM_015963623
rna24514	XM_015963624
rna24515	XM_015963625
rna24516	XM_015962555
rna24518	XM_015963626
rna24519	XM_015963627
rna24520	XM_015962556
rna24521	XM_015963628
rna24522	XM_015963629
rna24523	XM_015963630
rna24524	XM_015963631
rna24525	XM_015963632
rna24526	XM_015963636
rna24527	XM_015963637
rna24528	XM_015963634
rna24529	XM_015963635
rna24530	XM_015963638
rna24531	XM_015963639
rna24532	XM_015963640
rna24533	XM_015963641
rna24534	XM_015963642
rna24535	XM_015963643
rna24536	XM_015963646
rna24537	XM_015963645
rna24538	XM_015963644
rna24539	XM_015963650
rna24540	XM_015963649
rna24541	XM_015963647
rna24542	XM_015963648
rna24543	XM_015963651
rna24544	XM_015963652
rna24545	XM_015963653
rna24547	XM_015963654
rna24548	XM_015963655
rna24549	XM_015963663
rna24550	XM_015963662
rna24551	XM_015963660
rna24552	XM_015963659
rna24553	XM_015963661
rna24554	XM_015963658
rna24555	XM_015963657
rna24556	XM_015963656
rna24557	XM_015963664
rna24558	XM_015963665
rna24559	XM_015963666
rna24560	XM_015963669
rna24561	XM_015963668
rna24562	XM_015963667
rna24563	XM_015963670
rna24564	XM_015963671
rna24565	XM_015963673
rna24566	XM_015963674
rna24567	XM_015963672
rna24568	XM_015962557
rna24571	XM_015963675
rna24572	XM_015963676
rna24573	XM_015963679
rna24574	XM_015963677
rna24575	XM_015963678
rna24576	XM_015963681
rna24577	XM_015963680
rna24578	XM_015963682
rna24579	XM_015963683
rna24580	XM_015963687
rna24581	XM_015963688
rna24582	XM_015963686
rna24583	XM_015963684
rna24584	XM_015963685
rna24585	XM_015962558
rna24586	XM_015963689
rna24587	XM_015963690
rna24588	XM_015963691
rna24589	XM_015963692
rna24590	XM_015963693
rna24591	XM_015963695
rna24592	XM_015963694
rna24593	XM_015963696
rna24594	XM_015962559
rna24595	XM_015963698
rna24596	XM_015963697
rna24597	XM_015963702
rna24598	XM_015963699
rna24599	XM_015963700
rna24600	XM_015963701
rna24601	XM_015963703
rna24602	XM_015963704
rna24603	XM_015963705
rna24604	XM_015963706
rna24605	XM_015963707
rna24607	XM_015963708
rna24609	XM_015962560
rna24610	XM_015962562
rna24611	XM_015963709
rna24613	XM_015963710
rna24614	XM_015963711
rna24615	XM_015963713
rna24616	XM_015963712
rna24617	XM_015963714
rna24618	XM_015963715
rna24619	XM_015963718
rna24620	XM_015963716
rna24621	XM_015963717
rna24622	XM_015963719
rna24623	XM_015963720
rna24624	XM_015963721
rna24625	XM_015963722
rna24626	XM_015963723
rna24627	XM_015963724
rna24628	XM_015962563
rna24629	XM_015963725
rna24630	XM_015963726
rna24631	XM_015963727
rna24632	XM_015963729
rna24633	XM_015963728
rna24634	XM_015962564
rna24635	XM_015963731
rna24636	XM_015962565
rna24637	XM_015963732
rna24638	XM_015963734
rna24639	XM_015963733
rna24640	XM_015963735
rna24641	XM_015963736
rna24642	XM_015963737
rna24643	XM_015963738
rna24644	XM_015963739
rna24645	XM_015963740
rna24646	XM_015963741
rna24647	XM_015963742
rna24650	XM_015963744
rna24652	XM_015963743
rna24653	XM_015963745
rna24654	XM_015963746
rna24655	XM_015963747
rna24656	XM_015963749
rna24657	XM_015963748
rna24658	XM_015963751
rna24659	XM_015963752
rna24660	XM_015963753
rna24662	XM_015963755
rna24663	XM_015963754
rna24664	XM_015963756
rna24665	XM_015963757
rna24666	XM_015963758
rna24667	XM_015963759
rna24668	XM_015963760
rna24669	XM_015963761
rna24670	XM_015963762
rna24671	XM_015963763
rna24672	XM_015963764
rna24673	XM_015963765
rna24674	XM_015963770
rna24675	XM_015963768
rna24676	XM_015963769
rna24677	XM_015963771
rna24678	XM_015963772
rna24679	XM_015963773
rna24680	XM_015963775
rna24681	XM_015963774
rna24682	XM_015963767
rna24684	XM_015963766
rna24686	XM_015963781
rna24687	XM_015963780
rna24688	XM_015963778
rna24689	XM_015963777
rna24690	XM_015963776
rna24691	XM_015963779
rna24692	XM_015963783
rna24693	XM_015963782
rna24694	XM_015963784
rna24696	XM_015963786
rna24697	XM_015963787
rna24699	XM_015963788
rna24700	XM_015963791
rna24701	XM_015963795
rna24702	XM_015963792
rna24703	XM_015963794
rna24704	XM_015963798
rna24705	XM_015963797
rna24706	XM_015963796
rna24707	XM_015963799
rna24708	XM_015963800
rna24710	XM_015963802
rna24711	XM_015963803
rna24714	XM_015963806
rna24715	XM_015963804
rna24717	XM_015963805
rna24718	XM_015963808
rna24720	XM_015963807
rna24721	XM_015963809
rna24722	XM_015963811
rna24723	XM_015963812
rna24724	XM_015963813
rna24725	XM_015963814
rna24726	XM_015963816
rna24727	XM_015963815
rna24728	XM_015963810
rna24729	XM_015963817
rna24733	XM_015963818
rna24734	XM_015963819
rna24735	XM_015963820
rna24736	XM_015963821
rna24738	XM_015963822
rna24739	XM_015963789
rna24740	XM_015963824
rna24742	XM_015963825
rna24744	XM_015963829
rna24745	XM_015963826
rna24746	XM_015963827
rna24747	XM_015963830
rna24748	XM_015963831
rna24749	XM_015963833
rna24750	XM_015963832
rna24751	XM_015963834
rna24752	XM_015963835
rna24753	XM_015963844
rna24754	XM_015963838
rna24755	XM_015963843
rna24756	XM_015963841
rna24757	XM_015963839
rna24758	XM_015963836
rna24759	XM_015963837
rna24760	XM_015963840
rna24761	XM_015963845
rna24762	XM_015963846
rna24763	XM_015963847
rna24764	XM_015963849
rna24765	XM_015963848
rna24766	XM_015963853
rna24767	XM_015963850
rna24768	XM_015963852
rna24769	XM_015963851
rna24770	XM_015963854
rna24771	XM_015963855
rna24774	XM_015963856
rna24775	XM_015963858
rna24776	XM_015963857
rna24777	XM_015963861
rna24778	XM_015963859
rna24779	XM_015963860
rna24781	XM_015963863
rna24782	XM_015963862
rna24783	XM_015963865
rna24784	XM_015963866
rna24785	XM_015963867
rna24786	XM_015963868
rna24787	XM_015963869
rna24788	XM_015963870
rna24789	XM_015963874
rna24790	XM_015963873
rna24791	XM_015963871
rna24792	XM_015963875
rna24793	XM_015963876
rna24794	XM_015963877
rna24795	XM_015963878
rna24796	XM_015963879
rna24797	XM_015963880
rna24798	XM_015963881
rna24799	XM_015963883
rna24800	XM_015963890
rna24801	XM_015963887
rna24802	XM_015963885
rna24803	XM_015963889
rna24804	XM_015963888
rna24805	XM_015963886
rna24806	XM_015963884
rna24808	XM_015963892
rna24809	XM_015963896
rna24810	XM_015963897
rna24811	XM_015963895
rna24812	XM_015963894
rna24813	XM_015963893
rna24814	XM_015963901
rna24815	XM_015963900
rna24816	XM_015963898
rna24817	XM_015963902
rna24818	XM_015963903
rna24820	XM_015963904
rna24821	XM_015963905
rna24822	XM_015963906
rna24824	XM_015963908
rna24825	XM_015963909
rna24826	XM_015963912
rna24827	XM_015963915
rna24828	XM_015963914
rna24829	XM_015963913
rna24830	XM_015963917
rna24831	XM_015963916
rna24832	XM_015963910
rna24833	XM_015963918
rna24835	XM_015963925
rna24836	XM_015963922
rna24837	XM_015963923
rna24838	XM_015963924
rna24839	XM_015963921
rna24840	XM_015963920
rna24841	XM_015963926
rna24842	XM_015963790
rna24843	XM_015963929
rna24844	XM_015963928
rna24845	XM_015963930
rna24846	XM_015963932
rna24847	XM_015963931
rna24848	XM_015963933
rna24849	XM_015963927
rna24850	XM_015963934
rna24851	XM_015963937
rna24852	XM_015963935
rna24853	XM_015963938
rna24854	XM_015963943
rna24855	XM_015963946
rna24856	XM_015963945
rna24857	XM_015963948
rna24858	XM_015963947
rna24859	XM_015963949
rna24860	XM_015963950
rna24861	XM_015963951
rna24862	XM_015963952
rna24863	XM_015963953
rna24864	XM_015963954
rna24865	XM_015963939
rna24866	XM_015963957
rna24867	XM_015963956
rna24868	XM_015963958
rna24869	XM_015963960
rna24870	XM_015963959
rna24871	XM_015963961
rna24872	XM_015963962
rna24873	XM_015963964
rna24874	XM_015963965
rna24875	XM_015963963
rna24877	XM_015963940
rna24879	XM_015963967
rna24880	XM_015963968
rna24881	XM_015963941
rna24882	XM_015963969
rna24883	XM_015963970
rna24884	XM_015963971
rna24885	XM_015963973
rna24886	XM_015963972
rna24887	XM_015963978
rna24888	XM_015963977
rna24889	XM_015963976
rna24890	XM_015963974
rna24891	XM_015963975
