Group_Id	Gene_Symbol	Gene_Name	AAU	CTO	NOR	PLP
Group_2861_0	cxcl12b	chemokine (C-X-C motif) ligand 12b (stromal cell-derived factor 1) [Source:ZFIN%3BAcc:ZDB-GENE-030721-1]	017185	003275	002308	005369
Group_2861_1	cxcl12a	chemokine (C-X-C motif) ligand 12a (stromal cell-derived factor 1) [Source:ZFIN%3BAcc:ZDB-GENE-030318-1]	017451	025982	027666	019413
Group_2862_0	ubr7	ubiquitin protein ligase E3 component n-recognin 7 (putative)	003768	027054	015109	010696
Group_2862_1	ubr7	ubiquitin protein ligase E3 component n-recognin 7 [Source:ZFIN%3BAcc:ZDB-GENE-030131-1535]	025113	018519	009835	000189
Group_2863_0	si:ch73-52e5.2	si:ch73-52e5.2 [Source:ZFIN%3BAcc:ZDB-GENE-070912-341]	018341	009091	026552	011542
Group_2863_1	si:ch73-52e5.1	si:ch73-52e5.1 [Source:ZFIN%3BAcc:ZDB-GENE-070912-340]	018340	009092	026553	011543
Group_2864_0	snapc1a	small nuclear RNA activating complex%2C polypeptide 1a [Source:ZFIN%3BAcc:ZDB-GENE-040426-1031]	011815	029564	011131	006390
Group_2864_1	snapc1b	small nuclear RNA activating complex%2C polypeptide 1b [Source:ZFIN%3BAcc:ZDB-GENE-040426-716]	028867	020037	029006	003225
Group_2866_0	c6orf106	chromosome 6 open reading frame 106 [Source:HGNC Symbol%3BAcc:HGNC:21215]	003428	028058	028227	015076
Group_2866_1	zgc:101577	zgc:101577 [Source:ZFIN%3BAcc:ZDB-GENE-050320-117]	029982	011316	030506	005824
Group_2867_0	mab21l1	mab-21-like 1 (C. elegans)	021459	016344	015241	025401
Group_2867_1	mab21l2	mab-21-like 2 (C. elegans)	015410	030186	007735	025758
Group_2868_0	max	MYC associated factor X [Source:HGNC Symbol%3BAcc:HGNC:6913]	003857	021005	032003	008101
Group_2868_1	max	myc associated factor X [Source:ZFIN%3BAcc:ZDB-GENE-990415-152]	023109	007920	029324	017425
Group_2869_0	tmem51a	transmembrane protein 51a [Source:ZFIN%3BAcc:ZDB-GENE-061103-481]	019977	005943	024870	011884
Group_2869_1	tmem51b	transmembrane protein 51b [Source:ZFIN%3BAcc:ZDB-GENE-030131-5373]	030239	015142	003440	009453
Group_287_1	ap1s3a	adaptor-related protein complex 1%2C sigma 3 subunit%2C a [Source:ZFIN%3BAcc:ZDB-GENE-050417-222]	002829	009061	014745	019617
Group_287_2	ap1s3b	adaptor-related protein complex 1%2C sigma 3 subunit%2C b [Source:ZFIN%3BAcc:ZDB-GENE-040912-62]	026058	020745	024555	013324
Group_287_3	ap2s1	adaptor related protein complex 2 sigma 1 subunit	021544	007378	019511	015335
Group_287_7	ap3s2	adaptor-related protein complex 3%2C sigma 2 subunit [Source:ZFIN%3BAcc:ZDB-GENE-040718-274]	015042	006481	030055	013706
Group_287_8	ap4s1	adaptor related protein complex 4 sigma 1 subunit%2C transcript variant X1	015800	027387	009005	007639
Group_287_9	ap1s2	adaptor-related protein complex 1%2C sigma 2 subunit [Source:ZFIN%3BAcc:ZDB-GENE-030131-5448]	028732	024255	018862	009634
Group_287_10	ap1s2	adaptor related protein complex 1 sigma 2 subunit	024415	013036	012413	022360
Group_2870_0	zte38	zebrafish testis-expressed 38 [Source:ZFIN%3BAcc:ZDB-GENE-060312-39]	008295	011507	027790	003519
Group_2870_1	hormad1	HORMA domain containing 1 [Source:ZFIN%3BAcc:ZDB-GENE-040718-49]	008703	024703	000731	023588
Group_2871_0	tfap4	transcription factor AP-4 (activating enhancer binding protein 4) [Source:ZFIN%3BAcc:ZDB-GENE-090810-1]	017168	003252	002295	005389
Group_2871_1	tfap4	transcription factor AP-4 (activating enhancer binding protein 4)%2C transcript variant X1	026140	015716	018058	021329
Group_2872_1	zgc:56719	zgc:56719 [Source:ZFIN%3BAcc:ZDB-GENE-031118-200]	002556	008606	028472	005466
Group_2873_0	chst15	carbohydrate sulfotransferase 15 [Source:HGNC Symbol%3BAcc:HGNC:18137]	020894	022844	011754	009346
Group_2873_1	chst15	carbohydrate sulfotransferase 15 [Source:HGNC Symbol%3BAcc:HGNC:18137]	026874	028253	003116	006214
Group_2874_0	rec8b	REC8 meiotic recombination protein b [Source:ZFIN%3BAcc:ZDB-GENE-060421-4898]	015819	029650	020642	017330
Group_2874_1	rec8a	REC8 meiotic recombination protein a [Source:ZFIN%3BAcc:ZDB-GENE-081104-283]	001465	001230	025981	001183
Group_2875_0	cks1b	CDC28 protein kinase regulatory subunit 1B	018714	016867	010633	006628
Group_2875_1	cks2	CDC28 protein kinase regulatory subunit 2 [Source:ZFIN%3BAcc:ZDB-GENE-050208-508]	001221	012588	001442	012072
Group_2876_0	c9orf172	chromosome 9 open reading frame 172 [Source:HGNC Symbol%3BAcc:HGNC:37284]	024207	005731	011440	007786
Group_2876_1	c9orf172	chromosome 9 open reading frame 172 [Source:HGNC Symbol%3BAcc:HGNC:37284]	006298	003736	008523	025030
Group_2877_1	apmap	adipocyte plasma membrane associated protein	028886	016081	009965	004091
Group_2878_0	prnpb	prion protein b [Source:ZFIN%3BAcc:ZDB-GENE-041221-2]	000625	007250	003283	012642
Group_2878_1	prnprs3	prion protein%2C related sequence 3 [Source:ZFIN%3BAcc:ZDB-GENE-041221-3]	015208	021818	008268	022889
Group_2879_0	loc107393894		005512	029897	028540	024691
Group_2879_1	loc107393895		005513	028899	028541	024692
Group_288_0	fam19a4b	family with sequence similarity 19 (chemokine (C-C motif)-like)%2C member A4b [Source:ZFIN%3BAcc:ZDB-GENE-061013-164]	029587	008249	032009	006170
Group_288_1	fam19a1a	family with sequence similarity 19 (chemokine (C-C motif)-like)%2C member A1a [Source:ZFIN%3BAcc:ZDB-GENE-090313-124]	019927	008206	009346	009725
Group_288_2	fam19a1	family with sequence similarity 19 member A1%2C C-C motif chemokine like [Source:HGNC Symbol%3BAcc:HGNC:21587]	020684	028030	001255	001148
Group_288_5	si:ch211-240g9.1	si:ch211-240g9.1 [Source:ZFIN%3BAcc:ZDB-GENE-050419-194]	021341	028496	026590	002992
Group_288_7	fam19a4a	family with sequence similarity 19 (chemokine (C-C motif)-like)%2C member A4a [Source:ZFIN%3BAcc:ZDB-GENE-090313-310]	020660	028045	003742	015563
Group_288_8	fam19a2	family with sequence similarity 19 (chemokine (C-C motif)-like)%2C member A2%2C transcript variant X2	000803	005587	028604	020058
Group_288_9	si:dkey-238f9.1	si:dkey-238f9.1 [Source:ZFIN%3BAcc:ZDB-GENE-091204-297]	026270	025005	022409	001064
Group_2881_0	bola1	bolA family member 1%2C transcript variant X2	003033	029070	029135	024979
Group_2882_0	cd59	CD59 molecule	011746	014681	031417	022968
Group_2882_1	si:ch211-286c4.6	si:ch211-286c4.6 [Source:ZFIN%3BAcc:ZDB-GENE-131127-232]	004732	018116	004789	007698
Group_2883_0	bnip1b	BCL2/adenovirus E1B interacting protein 1b [Source:ZFIN%3BAcc:ZDB-GENE-120203-6]	021681	014007	010560	021675
Group_2883_1	bnip1a	BCL2/adenovirus E1B interacting protein 1a [Source:ZFIN%3BAcc:ZDB-GENE-081107-44]	017556	005335	004747	001880
Group_2884_0	pon1	paraoxonase 1 [Source:ZFIN%3BAcc:ZDB-GENE-040912-6]	009155	025461	016214	021537
Group_2886_0	tgif2	TGFB induced factor homeobox 2 [Source:HGNC Symbol%3BAcc:HGNC:15764]	012118	004644	007661	005631
Group_2886_1	tgif1	TGFB-induced factor homeobox 1 [Source:ZFIN%3BAcc:ZDB-GENE-030131-475]	002910	002932	009945	007055
Group_2887_1	dennd3	DENN domain containing 3	018707	020138	030418	006619
Group_2888_0	zdhhc23a	zinc finger%2C DHHC-type containing 23a [Source:ZFIN%3BAcc:ZDB-GENE-060526-38]	000719	017306	013251	025785
Group_2888_1	zdhhc23b	zinc finger%2C DHHC-type containing 23b [Source:ZFIN%3BAcc:ZDB-GENE-040808-13]	002850	025942	020454	024634
Group_289_0	dock9	dedicator of cytokinesis 9%2C transcript variant X1	006005	028819	028926	011000
Group_289_1	dock11	dedicator of cytokinesis 11 [Source:ZFIN%3BAcc:ZDB-GENE-060503-196]	021355	003747	005953	015036
Group_289_2	dock8	dedicator of cytokinesis 8%2C transcript variant X1	012986	026286	018750	024220
Group_289_3	dock7	dedicator of cytokinesis 7	021210	008487	011580	016951
Group_289_4	dock6	dedicator of cytokinesis 6 [Source:ZFIN%3BAcc:ZDB-GENE-120411-11]	030071	029459	005893	001591
Group_289_5	dock10	dedicator of cytokinesis 10%2C transcript variant X1	021554	008867	006320	015306
Group_289_6	dock9b	dedicator of cytokinesis 9b [Source:ZFIN%3BAcc:ZDB-GENE-090916-2]	005895	006065	023116	013136
Group_2890_1	reps1	RALBP1 associated Eps domain containing 1%2C transcript variant X1	023097	003991	026347	017558
Group_2891_0	stra6	stimulated by retinoic acid 6 [Source:ZFIN%3BAcc:ZDB-GENE-060616-252]	014494	018206	029811	013214
Group_2892_0	vasna	vasorin a [Source:ZFIN%3BAcc:ZDB-GENE-050522-43]	019775	016569	008715	005416
Group_2893_0	tvp23b	Golgi apparatus membrane protein TVP23 homolog B  [Source:RefSeq peptide%3BAcc:NP_001268780]	025642	003555	012448	012956
Group_2894_0	si:ch211-149b19.3	si:ch211-149b19.3 [Source:ZFIN%3BAcc:ZDB-GENE-110411-37]	007517	022341	010982	024351
Group_2894_1	ppm1k	protein phosphatase%2C Mg2+/Mn2+ dependent 1K	025441	015302	028952	005067
Group_2895_1	prep	prolyl endopeptidase	002242	007797	031118	017278
Group_2896_0	zgc:123321	zgc:123321 [Source:ZFIN%3BAcc:ZDB-GENE-051023-1]	020140	027380	031633	006216
Group_2896_1	yipf5	Yip1 domain family member 5	021716	014084	023036	002699
Group_2897_0	zgc:110269	zgc:110269 [Source:ZFIN%3BAcc:ZDB-GENE-050417-81]	013699	015634	027450	023290
Group_2897_1	fen1	flap structure-specific endonuclease 1	015821	024179	020639	017332
Group_2898_0	aig1	androgen-induced 1	004677	025201	016619	008704
Group_2898_1	adtrp	androgen dependent TFPI regulating protein [Source:HGNC Symbol%3BAcc:HGNC:21214]	029853	001520	030196	020361
Group_2899_0	noxo1b	NADPH oxidase organizer 1b [Source:ZFIN%3BAcc:ZDB-GENE-101203-1]	026027	003658	012920	005002
Group_2899_1	noxo1a	NADPH oxidase organizer 1a [Source:ZFIN%3BAcc:ZDB-GENE-030131-9700]	018099	029310	017783	008908
Group_29_0	slc6a13	solute carrier family 6 (neurotransmitter transporter)%2C member 13 [Source:ZFIN%3BAcc:ZDB-GENE-030616-629]	006749	013643	009596	015171
Group_29_1	slc6a13l	solute carrier family 6 (neurotransmitter transporter%2C GABA)%2C member 13 like [Source:ZFIN%3BAcc:ZDB-GENE-030616-628]	006778	013674	009623	015155
Group_29_9	slc6a12	solute carrier family 6 member 12 [Source:HGNC Symbol%3BAcc:HGNC:11045]	024521	001200	002075	010487
Group_29_11	slc6a11	solute carrier family 6 member 11%2C transcript variant X2	006661	002385	012221	001781
Group_29_15	si:ch211-117c9.5	si:ch211-117c9.5 [Source:ZFIN%3BAcc:ZDB-GENE-110408-2]	023826	010969	007612	011732
Group_29_16	slc6a8	solute carrier family 6 member 8	000870	025020	014560	022177
Group_29_17	slc6a1l	solute carrier family 6 (neurotransmitter transporter%2C GABA)%2C member 1%2C like [Source:ZFIN%3BAcc:ZDB-GENE-041210-296]	024522	013260	024760	011247
Group_29_18	slc6a1a	solute carrier family 6 (neurotransmitter transporter)%2C member 1a [Source:ZFIN%3BAcc:ZDB-GENE-060519-23]	007398	027268	029854	011571
Group_29_19	slc6a1b	solute carrier family 6 (neurotransmitter transporter)%2C member 1b [Source:ZFIN%3BAcc:ZDB-GENE-041114-57]	006662	015184	012220	002219
Group_29_20	slc6a4b	solute carrier family 6 (neurotransmitter transporter)%2C member 4b [Source:ZFIN%3BAcc:ZDB-GENE-060314-2]	005427	011465	025560	025801
Group_29_23	slc6a3	solute carrier family 6 member 3	019061	010498	016316	016389
Group_29_24	slc6a2	solute carrier family 6 member 2	016357	001577	019316	020727
Group_29_25	slc6a17	solute carrier family 6 member 17	021086	005114	012488	025420
Group_29_26	slc6a17	solute carrier family 6 (neutral amino acid transporter)%2C member 17 [Source:ZFIN%3BAcc:ZDB-GENE-030131-8187]	007835	030254	012246	023044
Group_29_27	slc6a15	solute carrier family 6 member 15	009110	027842	021154	019303
Group_29_28	slc6a16a	solute carrier family 6%2C member 16a [Source:ZFIN%3BAcc:ZDB-GENE-061009-43]	010354	004520	013894	020990
Group_29_29	slc6a16b	solute carrier family 6%2C member 16b [Source:ZFIN%3BAcc:ZDB-GENE-070424-95]	023322	011982	014343	014273
Group_29_30	slc6a20	solute carrier family 6 member 20	003623	010201	019170	022131
Group_29_36	si:ch211-283g2.1	si:ch211-283g2.1 [Source:ZFIN%3BAcc:ZDB-GENE-060531-57]	008822	017022	006385	021289
Group_29_37	si:ch211-225b11.1	si:ch211-225b11.1 [Source:ZFIN%3BAcc:ZDB-GENE-060531-39]	005419	011473	001923	025798
Group_29_38	slc6a9	solute carrier family 6 member 9	026745	003673	025145	014142
Group_29_39	zgc:158225	zgc:158225 [Source:ZFIN%3BAcc:ZDB-GENE-070112-1492]	029175	017245	018122	018285
Group_29_43	slc6a5	solute carrier family 6 member 5	022426	017189	001934	013210
Group_29_44	slc6a6a	solute carrier family 6 (neurotransmitter transporter)%2C member 6a [Source:ZFIN%3BAcc:ZDB-GENE-081104-1]	027237	000409	020684	005913
Group_29_45	slc6a6	solute carrier family 6 member 6 [Source:HGNC Symbol%3BAcc:HGNC:11052]	008454	020011	013948	011651
Group_290_1	slc7a1	solute carrier family 7 (cationic amino acid transporter%2C y+ system)%2C member 1 [Source:ZFIN%3BAcc:ZDB-GENE-091116-69]	024088	020361	000119	018143
Group_290_2	slc7a4	solute carrier family 7 member 4	024193	005708	011414	025264
Group_290_3	slc7a14a	solute carrier family 7%2C member 14a [Source:ZFIN%3BAcc:ZDB-GENE-070912-112]	026516	000609	004097	008078
Group_290_4	slc7a14b	solute carrier family 7%2C member 14b [Source:ZFIN%3BAcc:ZDB-GENE-091113-47]	009212	008319	006846	003404
Group_290_5	slc7a3a	solute carrier family 7 (cationic amino acid transporter%2C y+ system)%2C member 3a [Source:ZFIN%3BAcc:ZDB-GENE-041114-206]	021726	000362	023010	010540
Group_290_10	slc7a2	solute carrier family 7 member 2%2C transcript variant X2	000019	000179	004741	001999
Group_2900_0	kbtbd11	kelch repeat and BTB domain containing 11	013608	010506	028059	001022
Group_2900_1	klhdc7a	kelch domain containing 7A	026333	011348	020744	005853
Group_2901_0	otor	otoraplin%2C transcript variant X1	020940	018729	016036	009405
Group_2901_1	mia	melanoma inhibitory activity%2C transcript variant X1	020828	012935	013196	018166
Group_2902_0	tmem136b	transmembrane protein 136b [Source:ZFIN%3BAcc:ZDB-GENE-040718-455]	007367	004813	029606	014513
Group_2902_1	tmem136a	transmembrane protein 136a [Source:ZFIN%3BAcc:ZDB-GENE-000607-58]	021540	012675	002079	018102
Group_2903_0	tmem88a	transmembrane protein 88 a [Source:ZFIN%3BAcc:ZDB-GENE-040426-1808]	030489	030359	002942	025797
Group_2903_1	tmem88b	transmembrane protein 88 b [Source:ZFIN%3BAcc:ZDB-GENE-060929-644]	029855	029586	030706	024470
Group_2904_0	arhgap19	Rho GTPase activating protein 19 [Source:ZFIN%3BAcc:ZDB-GENE-100922-157]	017435	026036	030205	001960
Group_2904_1	arhgap19	Rho GTPase activating protein 19 [Source:ZFIN%3BAcc:ZDB-GENE-100922-157]	029606	025636	004565	021053
Group_2905_0	loc107386970		024059	029484	009092	023795
Group_2905_1	ilk	integrin-linked kinase [Source:ZFIN%3BAcc:ZDB-GENE-040426-1435]	009626	016386	001311	011343
Group_2906_0	dixdc1b	DIX domain containing 1b [Source:ZFIN%3BAcc:ZDB-GENE-041008-148]	020829	029724	013197	018168
Group_2906_1	dixdc1a	DIX domain containing 1a [Source:ZFIN%3BAcc:ZDB-GENE-030721-2]	019454	016447	004251	011319
Group_2907_0	ggctb	gamma-glutamylcyclotransferase b [Source:ZFIN%3BAcc:ZDB-GENE-040426-1939]	009912	011863	027070	021204
Group_2908_1	tbc1d24	TBC1 domain family member 24%2C transcript variant X1	022087	022289	029366	006885
Group_2909_0	zar1l	zygote arrest 1-like	030591	012648	022005	025077
Group_2909_1	zar1	zygote arrest 1	007275	022224	004125	025437
Group_291_0	mov10b.1	Moloney leukemia virus 10b%2C tandem duplicate 1 [Source:ZFIN%3BAcc:ZDB-GENE-030131-9089]	012883	009475	030741	011681
Group_291_1	helz	helicase with zinc finger%2C transcript variant X1	003313	026211	019775	005309
Group_291_2	mov10l1	Mov10 RISC complex RNA helicase like 1	011693	002945	023156	019739
Group_291_5	upf1	UPF1%2C RNA helicase and ATPase%2C transcript variant X1	014921	008418	007868	017076
Group_291_7	dna2	DNA replication helicase/nuclease 2%2C transcript variant X1	006991	003958	031491	020407
Group_291_8	ighmbp2	immunoglobulin mu binding protein 2	003177	014784	006438	009893
Group_291_10	mov10a	Mov10 RISC complex RNA helicase a [Source:ZFIN%3BAcc:ZDB-GENE-091230-8]	026999	025004	014238	005717
Group_2910_0	ccdc149b	coiled-coil domain containing 149b [Source:ZFIN%3BAcc:ZDB-GENE-040718-465]	025540	015211	014144	014337
Group_2911_0	rpa1	replication protein A1 [Source:ZFIN%3BAcc:ZDB-GENE-030912-3]	007209	000357	009015	002112
Group_2911_1	rpa1	replication protein A1	019423	016421	004290	011346
Group_2913_1	gphb5	glycoprotein hormone beta 5	014798	015940	032202	006818
Group_2914_0	stx6	syntaxin 6%2C transcript variant X1	000036	001074	000857	010091
Group_2914_1	stx10	syntaxin 10 [Source:ZFIN%3BAcc:ZDB-GENE-041111-53]	003325	027636	010719	005362
Group_2915_1	ovol3	ovo like zinc finger 3 [Source:HGNC Symbol%3BAcc:HGNC:14186]	002639	017898	013200	007183
Group_2916_0	slc35g2a	solute carrier family 35%2C member G2a [Source:ZFIN%3BAcc:ZDB-GENE-041114-202]	026528	012308	019380	008090
Group_2916_1	slc35g2b	solute carrier family 35%2C member G2b [Source:ZFIN%3BAcc:ZDB-GENE-050320-142]	002890	028749	015903	024635
Group_2917_0	wdr37	WD repeat domain 37 [Source:ZFIN%3BAcc:ZDB-GENE-030131-8101]	027622	026462	008766	005988
Group_2917_1	wdr37	WD repeat domain 37%2C transcript variant X1	014993	012437	029684	019969
Group_2919_0	tmem230a	transmembrane protein 230a [Source:ZFIN%3BAcc:ZDB-GENE-040822-20]	022565	014666	020245	012777
Group_2919_1	tmem230b	transmembrane protein 230b [Source:ZFIN%3BAcc:ZDB-GENE-070820-4]	004275	005769	011463	007801
Group_292_0	psma6a	proteasome subunit alpha 6a [Source:ZFIN%3BAcc:ZDB-GENE-020326-1]	026445	016016	017688	005986
Group_292_2	psma4	proteasome subunit alpha 4	026591	019481	004534	022491
Group_292_3	si:rp71-45k5.4	si:rp71-45k5.4 [Source:ZFIN%3BAcc:ZDB-GENE-060503-941]	003633	017679	002000	008384
Group_292_4	psma5	proteasome subunit alpha 5	009521	014301	015003	005591
Group_292_6	psma1	proteasome subunit alpha 1	023194	026648	021113	008187
Group_292_7	psma8	proteasome subunit alpha 8	027552	006546	012689	013407
Group_292_8	psma6l	proteasome subunit alpha 6%2C like [Source:ZFIN%3BAcc:ZDB-GENE-010502-2]	011993	016317	005640	009032
Group_2920_0	fbxo34	F-box protein 34	014803	015946	012898	007627
Group_2920_1	si:dkey-114g7.4	si:dkey-114g7.4 [Source:ZFIN%3BAcc:ZDB-GENE-060503-897]	011991	016316	005643	009029
Group_2921_0	plekho1b	pleckstrin homology domain containing%2C family O member 1b [Source:ZFIN%3BAcc:ZDB-GENE-100609-2]	009884	003172	022046	024157
Group_2921_1	plekho1a	pleckstrin homology domain containing%2C family O member 1a [Source:ZFIN%3BAcc:ZDB-GENE-060503-433]	018625	029161	015519	006511
Group_2922_0	tmem56a	transmembrane protein 56a [Source:ZFIN%3BAcc:ZDB-GENE-090402-1]	020530	024165	030951	017264
Group_2922_1	tmem56b	transmembrane protein 56b [Source:ZFIN%3BAcc:ZDB-GENE-041010-90]	027384	009362	012990	004315
Group_2923_0	fam198a	family with sequence similarity 198 member A	022767	003042	012033	008963
Group_2923_1	fam198b	family with sequence similarity 198 member B	025990	027867	025522	006331
Group_2924_0	faimb	Fas apoptotic inhibitory molecule b [Source:ZFIN%3BAcc:ZDB-GENE-040718-91]	029054	003770	031414	024915
Group_2925_0	dpep2	dipeptidase 2 [Source:ZFIN%3BAcc:ZDB-GENE-120419-2]	016370	028963	019321	020725
Group_2926_1	lrrc17	leucine rich repeat containing 17 [Source:ZFIN%3BAcc:ZDB-GENE-030131-9774]	024587	013191	014396	024983
Group_2927_1	kiaa0895l	KIAA0895-like ortholog	023727	013397	028129	025501
Group_2928_0	prrg4	proline rich Gla (G-carboxyglutamic acid) 4 (transmembrane)	005802	001601	027209	020427
Group_2928_1	prrg2	proline rich Gla (G-carboxyglutamic acid) 2	028483	005146	009517	004765
Group_2929_0	loc107391637		008928	020048	028991	003227
Group_2929_1	im:7136021	im:7136021 [Source:ZFIN%3BAcc:ZDB-GENE-041008-74]	012129	004653	009456	005779
Group_293_1	si:ch211-66i15.5	si:ch211-66i15.5 [Source:ZFIN%3BAcc:ZDB-GENE-090313-122]	021294	001848	012007	000864
Group_293_3	eva1a	eva-1 homolog A%2C regulator of programmed cell death	002240	002116	021905	017277
Group_293_4	si:ch73-335m24.2	si:ch73-335m24.2 [Source:ZFIN%3BAcc:ZDB-GENE-100922-203]	004091	022376	013958	020151
Group_293_5	eva1c	eva-1 homolog C (C. elegans)	024078	020378	021959	003922
Group_2931_0	fbxl14	F-box and leucine rich repeat protein 14 [Source:HGNC Symbol%3BAcc:HGNC:28624]	024559	013204	023343	009201
Group_2931_1	fbxl14a	F-box and leucine-rich repeat protein 14a [Source:ZFIN%3BAcc:ZDB-GENE-030131-5920]	019567	014200	017217	022091
Group_2932_1	jagn1b	jagunal homolog 1b [Source:ZFIN%3BAcc:ZDB-GENE-040801-103]	029925	017407	002629	016431
Group_2933_1	pcbd2	pterin-4 alpha-carbinolamine dehydratase 2 [Source:HGNC Symbol%3BAcc:HGNC:24474]	021720	022014	023041	004666
