Loading gene coordinates...
Loading synonymous sites...
Loading non-synonymous sites...
Loading polymorphic sites...
Loading divergent sites...
Computing...
Group_5906_0 trappc1  have too few sites, skip
Group_8645_1 unknown  have too few sites, skip
Group_2732_0 suz12a  have too few sites, skip
Group_221_0-Group_221_1 stx1b  have too few sites, skip
Group_0_44 si:dkey-89b17.4  have too few sites, skip
Group_1295_4 unknown  have too few sites, skip
Group_593_0 hlfa  have too few sites, skip
Group_3724_1 tmem100  have too few sites, skip
Group_6049_0 pctp  have too few sites, skip
Group_185_6 osbpl3b  have too few sites, skip
Group_143_15 mpp6a  have too few sites, skip
Group_1199_2 npy  have too few sites, skip
Group_2612_0 smpd5  have too few sites, skip
Group_356_1 grinab  have too few sites, skip
Group_753_0 tax1bp1b  have too few sites, skip
Group_2692_0 jazf1b  have too few sites, skip
Group_723_2 creb5b  have too few sites, skip
Group_4054_0 cpvl  have too few sites, skip
Group_138_13 chn2  have too few sites, skip
Group_2278_0 plekha8  have too few sites, skip
Group_4754_0 hacl1  have too few sites, skip
Group_1668_1 macc1  have too few sites, skip
Group_51_23 sp8b  have too few sites, skip
Group_737_0 fhod3b  have too few sites, skip
Group_14_1 rxrbb  have too few sites, skip
Group_163_3 cts12  have too few sites, skip
Group_2555_0 plekhb2  have too few sites, skip
Group_948_0 ing5a  have too few sites, skip
Group_5104_1 cep19  have too few sites, skip
Group_2113_0 rhpn2  have too few sites, skip
Group_113_3 dnaja2  have too few sites, skip
Group_1054_3 neto2  have too few sites, skip
Group_4009_0 cstf1  have too few sites, skip
Group_7465_0 psenen  have too few sites, skip
Group_2_56 zgc:171592  have too few sites, skip
Group_161_2 hsc70  have too few sites, skip
Group_7489_0 si:dkey-238d18.4  have too few sites, skip
Group_688_3 cbx3b  have too few sites, skip
Group_2_10 cu915738.1  have too few sites, skip
Group_0_141 zbtb32  have too few sites, skip
Group_7709_0 cmc1  have too few sites, skip
Group_7319_0 azi2  have too few sites, skip
Group_1139_1 entpd3  have too few sites, skip
Group_151_9 adcy2a  have too few sites, skip
Group_259_6 irx1a  have too few sites, skip
Group_259_3 irx4a  have too few sites, skip
Group_1030_0 lpcat1  have too few sites, skip
Group_29_23 slc6a3  have too few sites, skip
Group_2801_1 nrsn1  have too few sites, skip
Group_110_4 sox4b  have too few sites, skip
Group_5695_0 cdkal1  have too few sites, skip
Group_5265_0 mal2  have too few sites, skip
Group_7341_0 mrpl13  have too few sites, skip
Group_956_1 si:ch211-251p5.5  have too few sites, skip
Group_96_23 ghrhrb  have too few sites, skip
Group_1124_3 cyldl  have too few sites, skip
Group_7845_0 zc3h3  have too few sites, skip
Group_2843_1 tmem222a  have too few sites, skip
Group_1193_3 tpbgl  have too few sites, skip
Group_3192_1 kdf1a  have too few sites, skip
Group_1966_2 nr0b2a  have too few sites, skip
Group_204_0 zdhhc18a  have too few sites, skip
Group_461_3 fam46b  have too few sites, skip
Group_445_2 phactr4b  have too few sites, skip
Group_536_5 stmn1b  have too few sites, skip
Group_1657_0 paqr7b  have too few sites, skip
Group_88_5 fcgbp  have too few sites, skip
Group_156_15 kcnk5b  have too few sites, skip
Group_112_4 epb41  have too few sites, skip
Group_3061_0 csnk2b  have too few sites, skip
Group_3141_0 aif1  have too few sites, skip
Group_2460_0 ldlrad4b  have too few sites, skip
Group_862_0 mc5ra  have too few sites, skip
Group_3344_0 si:ch211-198c19.1  have too few sites, skip
Group_3108_1 ccka  have too few sites, skip
Group_3133_0 hint3  have too few sites, skip
Group_1972_1 si:dkey-29b11.3  have too few sites, skip
Group_6408_0 trmt11  have too few sites, skip
Group_959_4 rspo3  have too few sites, skip
Group_3089_1 rnf146  have too few sites, skip
Group_6932_0 echdc1  have too few sites, skip
Group_1617_1 prelid3a  have too few sites, skip
Group_13_18 klhl38b  have too few sites, skip
Group_1798_0 zgc:110182  have too few sites, skip
Group_8281_0 nsmce2  have too few sites, skip
Group_1713_0 rad21a  have too few sites, skip
Group_2435_0 kdelc1  have too few sites, skip
Group_7630_0 tex30  have too few sites, skip
Group_53_35 ralba  have too few sites, skip
Group_5433_0 seh1l  have too few sites, skip
Group_81_18 ncalda  have too few sites, skip
Group_285_2 ywhaz  have too few sites, skip
Group_2340_0 nipal2  have too few sites, skip
Group_7090_0 mtdhb  have too few sites, skip
Group_799_4 oxr1b  have too few sites, skip
Group_5155_0 prdm13  have too few sites, skip
Group_1556_0 si:dkey-165n16.1  have too few sites, skip
Group_461_0 fam46a  have too few sites, skip
Group_6411_0 ebag9  have too few sites, skip
Group_3974_0 eny2  have too few sites, skip
Group_1951_0 tmem74  have too few sites, skip
Group_3157_0 eif3ea  have too few sites, skip
Group_959_0 rspo2  have too few sites, skip
Group_312_0 nfatc1  have too few sites, skip
Group_6959_0 mbpb  have too few sites, skip
Group_5669_0 zadh2  have too few sites, skip
Group_213_10 fam83a  have too few sites, skip
Group_292_3 si:rp71-45k5.4  have too few sites, skip
Group_6424_0 mrpl32  have too few sites, skip
Group_8286_0 fo704821.1  have too few sites, skip
Group_6539_0 sdha  have too few sites, skip
Group_4241_0 ccdc127a  have too few sites, skip
Group_2810_3 loc107378960  have too few sites, skip
Group_2_22 hpn  have too few sites, skip
Group_1738_2 gapdhs  have too few sites, skip
Group_5113_0 tmem147  have too few sites, skip
Group_1711_0 mapk8ip1  have too few sites, skip
Group_932_0 klc4  have too few sites, skip
Group_1173_2 loc107375411  have too few sites, skip
Group_6637_0 mrpl2  have too few sites, skip
Group_1266_2 ascc3  have too few sites, skip
Group_166_3 aldh2.2  have too few sites, skip
Group_7370_0 fbl  have too few sites, skip
Group_5451_0 tcaim  have too few sites, skip
Group_5452_0 cnot10  have too few sites, skip
Group_2935_0 fam26f  have too few sites, skip
Group_2935_1 fam26e.2  have too few sites, skip
Group_6203_0 rwdd1  have too few sites, skip
Group_4510_0 rbm42  have too few sites, skip
Group_2907_0 ggctb  have too few sites, skip
Group_2694_1 polr3glb  have too few sites, skip
Group_9_23 myo1eb  have too few sites, skip
Group_1178_2 creb3l4  have too few sites, skip
Group_151_12 adcy3  have too few sites, skip
Group_1179_3 dtnbp1a  have too few sites, skip
Group_1581_1 bves  have too few sites, skip
Group_1581_2 popdc3  have too few sites, skip
Group_4254_0 cnep1r1  have too few sites, skip
Group_2136_1 gpib  have too few sites, skip
Group_5125_0 si:ch211-79l17.1  have too few sites, skip
Group_1017_3 lsm14ab  have too few sites, skip
Group_7924_0 gbp  have too few sites, skip
Group_745_4 anp32e  have too few sites, skip
Group_122_9 si:dkey-23o4.6  have too few sites, skip
Group_1718_2 pogz  have too few sites, skip
Group_6706_0 selenbp1  have too few sites, skip
Group_2188_1 si:ch73-215d9.1  have too few sites, skip
Group_854_2 dennd4b  have too few sites, skip
Group_1770_1 slc39a1  have too few sites, skip
Group_9334_0 loc107379034  have too few sites, skip
Group_157_13 slc4a7  have too few sites, skip
Group_6467_0 si:dkey-17e16.10  have too few sites, skip
Group_1881_1 rpp25l  have too few sites, skip
Group_4263_0-Group_4263_1 s100v1  have too few sites, skip
Group_65_7 syt11a  have too few sites, skip
Group_897_1 hfe2  have too few sites, skip
Group_7759_0 si:ch73-139j3.4  have too few sites, skip
Group_233_4 si:dkey-199f5.8  have too few sites, skip
Group_39_29 psmc4  have too few sites, skip
Group_49_11 cdh5  have too few sites, skip
Group_8042_0 bean1  have too few sites, skip
Group_1673_2 tmem41ab  have too few sites, skip
Group_2849_1 gpr155b  have too few sites, skip
Group_2528_0 fam96b  have too few sites, skip
Group_756_2 rpz  have too few sites, skip
Group_3914_0 il21r.1  have too few sites, skip
Group_14_62 nr2f5  have too few sites, skip
Group_2881_0 bola1  have too few sites, skip
Group_324_1 sv2a  have too few sites, skip
Group_1270_2 otud7b  have too few sites, skip
Group_6367_0 rbm8a  have too few sites, skip
Group_2099_1 paqr6  have too few sites, skip
Group_352_0 syngap1b  have too few sites, skip
Group_594_5 pbx2  have too few sites, skip
Group_77_19 tap1  have too few sites, skip
Group_451_8 brd2b  have too few sites, skip
Group_3432_0 vmo1a  have too few sites, skip
Group_2774_1 rftn1  have too few sites, skip
Group_378_9 crisp3  have too few sites, skip
Group_91_15 plcl2  have too few sites, skip
Group_8033_0 unknown  have too few sites, skip
Group_38_5 unknown  have too few sites, skip
Group_4549_0 sap18  have too few sites, skip
Group_7218_0 zgc:56576  have too few sites, skip
Group_203_9 ptger2a  have too few sites, skip
Group_1253_3 gpr137c  have too few sites, skip
Group_4_79 rab5ab  have too few sites, skip
Group_58_3-Group_58_6 ube2e2  have too few sites, skip
Group_14_36 loc107379177  have too few sites, skip
Group_140_9 sept7b  have too few sites, skip
Group_6563_0 mios  have too few sites, skip
Group_2246_0 ica1  have too few sites, skip
Group_1705_2 vwde  have too few sites, skip
Group_75_5 etv1  have too few sites, skip
Group_206_0 dgkb  have too few sites, skip
Group_3784_0 scap  have too few sites, skip
Group_1333_5 unknown  have too few sites, skip
Group_1827_3 ensab  have too few sites, skip
Group_2870_1 hormad1  have too few sites, skip
Group_667_2 onecutl  have too few sites, skip
Group_155_12 tlr18  have too few sites, skip
Group_1204_1 ankrd34a  have too few sites, skip
Group_795_2 pnp4b  have too few sites, skip
Group_410_4 loc107379239  have too few sites, skip
Group_3201_1 tmem79b  have too few sites, skip
Group_4807_0 atg5  have too few sites, skip
Group_6660_0 dctn3  have too few sites, skip
Group_2531_1 eaf1  have too few sites, skip
Group_8825_0 zgc:174945  have too few sites, skip
Group_449_2 mef2d  have too few sites, skip
Group_443_1 rhbg  have too few sites, skip
Group_6588_0 ndufaf6  have too few sites, skip
Group_1890_1 ccne2  have too few sites, skip
Group_7_16 si:dkey-22o22.2  have too few sites, skip
Group_1564_2 lsr  have too few sites, skip
Group_836_1 mag  have too few sites, skip
Group_1348_0 nanos1  have too few sites, skip
Group_587_3 fabp10a  have too few sites, skip
Group_7001_0 pnrc2  have too few sites, skip
Group_2_21 unknown  have too few sites, skip
Group_1480_0 usf2  have too few sites, skip
Group_1897_0 hamp  have too few sites, skip
Group_7833_1 si:dkeyp-97a10.3  have too few sites, skip
Group_644_3 ago1  have too few sites, skip
Group_1644_0 akirin1  have too few sites, skip
Group_1460_1 rhbdl2  have too few sites, skip
Group_2138_0 rragca  have too few sites, skip
Group_9676_0 unknown  have too few sites, skip
Group_4280_0 faap24  have too few sites, skip
Group_423_2 fhl3a  have too few sites, skip
Group_959_2 rspo1  have too few sites, skip
Group_5758_0 snip1  have too few sites, skip
Group_1404_1 si:ch211-1i11.3  have too few sites, skip
Group_847_4 map7d1a  have too few sites, skip
Group_2345_0 thrap3a  have too few sites, skip
Group_3041_1 eva1ba  have too few sites, skip
Group_2509_1 oscp1  have too few sites, skip
Group_230_2 loc107379362  have too few sites, skip
Group_5720_0 mrps15  have too few sites, skip
Group_4575_0 ndufaf4  have too few sites, skip
Group_3715_1 nt5dc1  have too few sites, skip
Group_1678_2 cnih3  have too few sites, skip
Group_131_18 slc16a10  have too few sites, skip
Group_0_21 mtf1  have too few sites, skip
Group_5730_0 yrdc  have too few sites, skip
Group_1729_1 maneal  have too few sites, skip
Group_1869_0 si:ch1073-284b18.2  have too few sites, skip
Group_1477_2 smpdl3b  have too few sites, skip
Group_3313_0 rpa2  have too few sites, skip
Group_7104_0 med18  have too few sites, skip
Group_1952_0 cited4b  have too few sites, skip
Group_4_47 si:dkey-34d22.5  have too few sites, skip
Group_567_2 cadm4  have too few sites, skip
Group_1258_0 loc107379399  have too few sites, skip
Group_1258_3 loc107379398  have too few sites, skip
Group_596_2 sbk3  have too few sites, skip
Group_3381_0 mfap5  have too few sites, skip
Group_1721_1 necap1  have too few sites, skip
Group_5241_0 aicda  have too few sites, skip
Group_2139_1 cox6b2  have too few sites, skip
Group_12_64 ephb6  have too few sites, skip
Group_6882_0 si:dkey-26c10.5  have too few sites, skip
Group_349_4 zgc:92606  have too few sites, skip
Group_7254_0 m6pr  have too few sites, skip
Group_1822_1 si:dkey-40m6.14  have too few sites, skip
Group_217_6 si:ch1073-90m23.1  have too few sites, skip
Group_193_6 casp2  have too few sites, skip
Group_225_4 clcn1b  have too few sites, skip
Group_75_9 erfl1  have too few sites, skip
Group_2805_1 lipeb  have too few sites, skip
Group_6583_0 mrpl17  have too few sites, skip
Group_2_71-Group_2_72 zgc:92590  have too few sites, skip
Group_1230_2 cblc  have too few sites, skip
Group_3847_1 isoc2  have too few sites, skip
Group_7185_0 atg12  have too few sites, skip
Group_490_4 si:ch211-149k23.9  have too few sites, skip
Group_81_17 rcvrn2  have too few sites, skip
Group_882_4 si:dkey-17m8.1  have too few sites, skip
Group_1295_0 tmem238b  have too few sites, skip
Group_3574_0 setdb1b  have too few sites, skip
Group_103_9 hcn3  have too few sites, skip
Group_0_101 zbtb7b  have too few sites, skip
Group_89_22 kcnj14  have too few sites, skip
Group_6450_0 rpl18  have too few sites, skip
Group_1730_1 sphk2  have too few sites, skip
Group_232_5 si:dkey-283b15.2  have too few sites, skip
Group_5861_0 rps9  have too few sites, skip
Group_6767_0 grwd1  have too few sites, skip
Group_7184_0 flcn  have too few sites, skip
Group_710_2 ttyh1  have too few sites, skip
Group_2382_1 josd2  have too few sites, skip
Group_3338_1 si:dkeyp-69b9.6  have too few sites, skip
Group_1089_3 cacng7b  have too few sites, skip
Group_383_4 cacng8b  have too few sites, skip
Group_1147_1 cacng6b  have too few sites, skip
Group_302_0 celf3b  have too few sites, skip
Group_6783_0 prpf3  have too few sites, skip
Group_6725_0 si:dkey-237j11.3  have too few sites, skip
Group_5883_0 polr3c  have too few sites, skip
Group_848_1 rnf115  have too few sites, skip
Group_4211_0 gba  have too few sites, skip
Group_6284_0 dap3  have too few sites, skip
Group_42_5 loc107379599  have too few sites, skip
Group_7888_0 s100w  have too few sites, skip
Group_6796_0 tmem107l  have too few sites, skip
Group_402_3 trim46a  have too few sites, skip
Group_7391_0 slc50a1  have too few sites, skip
Group_310_5 efna3b  have too few sites, skip
Group_7946_0 mrpl57  have too few sites, skip
Group_2495_0 desi2  have too few sites, skip
Group_2358_0 mtrf1l  have too few sites, skip
Group_6973_0 fbxo5  have too few sites, skip
Group_1395_3 vip  have too few sites, skip
Group_9441_0 loc107375876  have too few sites, skip
Group_1391_3 pank1a  have too few sites, skip
Group_310_7 si:dkey-246i14.3  have too few sites, skip
Group_6423_0 flad1  have too few sites, skip
Group_3855_0 pbxip1b  have too few sites, skip
Group_2791_1 tuft1a  have too few sites, skip
Group_3071_0 c1orf43  have too few sites, skip
Group_1761_0 pdp1  have too few sites, skip
Group_6257_0 si:ch211-79l20.4  have too few sites, skip
Group_2143_1 esrp1  have too few sites, skip
Group_112_11 epb41l4b  have too few sites, skip
Group_112_13 ptpn3  have too few sites, skip
Group_6_21 sgk2b  have too few sites, skip
Group_3065_0 tmem244  have too few sites, skip
Group_1250_0 l3mbtl1b  have too few sites, skip
Group_7238_0 rpp38  have too few sites, skip
Group_77_14 abcb4  have too few sites, skip
Group_169_3 adam22  have too few sites, skip
Group_5723_0 gtpbp10  have too few sites, skip
Group_4175_1 si:ch1073-70f20.1  have too few sites, skip
Group_7934_0 zgc:174935  have too few sites, skip
Group_8127_0 si:dkey-87o1.2  have too few sites, skip
Group_370_3-Group_370_4 psmd4b  have too few sites, skip
Group_1050_3 znf687a  have too few sites, skip
Group_3883_0 tmem67  have too few sites, skip
Group_6699_0 si:ch211-197h24.6  have too few sites, skip
Group_5408_0 erp44  have too few sites, skip
Group_6361_0 sec61b  have too few sites, skip
Group_5450_0 frrs1l  have too few sites, skip
Group_99_20 galnt1  have too few sites, skip
Group_6359_0 ino80c  have too few sites, skip
Group_519_0 scrt1b  have too few sites, skip
Group_10_58 gpr20  have too few sites, skip
Group_5565_0 tbrg4  have too few sites, skip
Group_2736_1 nacad  have too few sites, skip
Group_2847_0 fam8a1b  have too few sites, skip
Group_536_0 stmn2  have too few sites, skip
Group_626_1 unknown  have too few sites, skip
Group_6362_0 zgc:77056  have too few sites, skip
Group_6202_0 pomgnt2  have too few sites, skip
